ID,URL,Title,Summary
46,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_OBOR-Legal-Research-Centre.pdf,"Submission by the OBOR Legal Research Centre, April 2023PDF","Policy Brief for the Global Digital Compact for March 2023. It addresses the right to work as an obligation for governments to achieve sustainable socio-economic development. The UN Committee on Economic, Social and Cultural Rights needs to pay extra attention to what governments have done for the right-to-work. It is wrong to ignore the right of work when formulating policies. Actions need to be taken to protect the right, and in case of the loss of it, compensation should be given. The U.N. General Comment No. 18 has set a very low threshold for interfering with the enjoyment of the right to work. The ICCPR and ICESCR are based on the UDHR and they are adopted in the same Resolu tion. The more stringent wording of article 19 reflects that it is non-derogable. If any interference should be prevented, it would mean that automation must be stoppe d, even if it is done with the benign motive of the overall economy with improved efficiency. Martin Kwan is an independent policy consultant. His expertise lies in technology and human rights. He has been invited as a podcast speaker for Cambridge University’s Centre of Governance and Human Rights. He is also a speaker at the 6th Regional Meeting on Human Rights Education: Human Rights and Emerging Technologies (organized by the ASEAN University Network and Mahidol University) and a Policy Brief for the Global Digital Compact for the March 2023. He can be reached at 22@gmail.com."
47,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CAICT-China.pdf,"Submission by the China Academy of Information and Communications Technology (CAICT), April 2023PDF","The Global Digital Compact promotes the promotion of digital infrastructure development and the achievement of universal and meaningful digital connectivity as the overarching principle of the Global Compact. ITU and other international organizations, governments, the private sector and other stakeholders will jointly build a community of development in the digital age based on the Tunis Agenda for the Information Society and the Geneva Declaration of Principles. It also promotes the development, distribution, distribution and operation of apps suitable for entry-level smart terminals. It encourages the development of the digital infrastructure. There are core principles of digital public goods (DPGs) that promote the development of global unified technical standards and specifications for digital inclusion in areas such as mobile internet applications and smart terminal devices. The DPGs should provide innovative digital solutions, promote continuous innovation, better meet social needs, provide higher-quality social public services, and help achieve SDGs. They should be able to be deployed flexibly to accommodate growing, iterative and localized needs. They must be free, safe, free, protected data privacy and prevent discrimination and bias. The core driving force of DPG s comes from digital innovation.  PGs should ensure fair and transparent participation of all stakeholders, with particular attention paid to the development needs of low- and middle-income countries, and the demands of vulnerable and marginalized groups. UN should facilitate collaboration among stakeholders and support countries in developing DPGs. UN will establish a governance mechanism under the UN framework to regulate and govern the entire life cycle of DPG. DPGA will set up an expert evaluation committee to analyze and advise on the feasibility of the project."
48,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_World-Benchmarking-Alliance-1.pdf,"Submission by the World Benchmarking Alliance, April 2023PDF","The World Benchmarking Alliance (WBA) was launched around the 2018 UN General Assembly. WBA aims to build a movement to measure and incentivise business impact towards a sustainable future that works for everyone. They assess the performance of 2,000 of the world’s most influential companies on their contributions to the Sustainable Development Goals and the Paris Agreement. From 2022 onwards, the Collective Impact Coalition for Digital Inclusion has focused on driving measurable progress on corporate commitment to ethical AI and human rights principles. The UN Global Digital Compact should focus on private sector’s role in a digitally transformed world. It should also generate evidence-based actions to increase internet coverage beyond the 51% of the current world population already having access to the internet. It will also encourage the development of regional and national programmes for minimising the digital divide between countries and communities at all levels. It must affirm that the rights to equality, privacy, and non-discrimination within the International Covenant of Civil and Political Rights are applied to the online space. In the digital age, business enterprises have a responsibility to respect human rights. The UN Global Digital Compact must promote the advancement of human-rights-based data governance as a component of upholding data justice. It is imperative to ensure that the collection, use, and re-use of data reflect the contextual realities of a modern, diverse, and interdependent global data system. It must work with businesses to ensure transparency on how they collect, use and store data throughout their operations and conduct due diligence. It should also work with diverse civil society organisations to promote a data justice framework."
49,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CSTD.pdf,"Submission by the Secretariat of the Commission on Science and Technology for Development (CSTD), April 2023PDF","The Commission on Science and Technology for Development (CSTD) explains why the GDC is important and what needs to be achieved. The CSTD has noted that the persistent connectivity divide can lead to a serious development divide, stalling the progress to achieve the 2030 Agenda for sustainable development. The GDC should focus beyond solutions-oriented work to address systemic issues. Trust is the foundation for the digital economy and society and must be built through various measures, including more robust cybersecurity, data protection, consumer protection and transparency measures."
50,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_IIASA.pdf,"Submission by the International Institute for Applied Systems Analysis (IIASA), April 2023PDF","Report to the Global Digital Compact: “Digital commons as a global public good.” by Nadejda Komendantova, Dmitry Erokhin, Elena Rovenskaya, Irina Dallo, Laure Fallou, Carmit Rapaport, Rosa Vicari, Abraham Yosipof. The European Union’s Horizon 2020 research and innovation program under grant No. 101021746, C ORE, supported the online consultation and the resulting report."
51,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Child-Fund-Alliance.pdf,"Submission by the ChildFund Alliance, April 2023PDF","The Global Digital Compact is of great significance due to its goal to “outline shared principles for an open, free and secure digital future for all” Children account for an estimated one-third of all Internet users. They are guaranteed the right to special protections and safeguards from the duty-bearers in their communities. Children’s specific needs are taken into account in the formulation of policies and legislation. They need access to digital technology and tools to develop their own digital skills. ChildFund Alliance calls for inclusion in the Global Digital Compact to protect children’s rights in the digital environment. They call on governments to provide each child with effective, affordable, easily accessible, reliable access to the Internet, essential digital tools, accessible public and digital health services, online learning and virtual vocational training. They also call for mandatory codes for the online/digital space based on international best practice to prevent abuses and address gaps in the protection of children's rights and safety. They call on governments to provide free, inclusive, accessible, victim-centered and trauma-informed support services to victims and survivors of child sexua l exploitation and sexual abuse. They call on the private sector, specifically technology companies and service providers, to fight against any form of economic exploitation, including child labor, in the digital environment. They also call for the next version of the internet, such as the metaverse, virtual reality (VR), or a mix of the Internet 2.0."
52,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Internet-Standards-Security-and-Safety-Coalition-IS3C.pdf,"Submission by the Internet Governance Forum's Dynamic Coalition on Internet Standards, Security, and Safety (IS3C), April 2023PDF","The Internet Governance Forum’s Dynamic Coalition (IS3C) sent a submission to the UN Secretary of the Technology Envoy on the Global Digital Compact. IS3C members support the scope of the Compact, focusing on ensuring the security of digital technologies and applications, and to data protecti on the Internet and digital technologies. The coalition proposes an eighth thematic area called Digital Security and Safety. The proposal is based on the principle of security-by-design. The technology industry sector, the research community, standards developers, manufacturers, and the private and public sector's supply chain and procurement agencies need to demand security by design during the procurement. The IGF’s IS3C coalition believes that a higher level of trust in the Internet will be achieved through the adoption of the principle of security-by-design, and the cooperation by key stakeholders as listed above. IS3c is ready to contribute to the delivery of the GDC's actions to successfully implement the Compact, as will be agreed; and, contribute to  the successful launch of GDC at  the Summit of the Future in September 2024. The IGF's proposal includes policies and actions that will contribute to enhancing social and economic welfare. The IS3C GDC team has submitted a response to the UN Secretary-General’s Technology Envoy on the Global Digital. They want to promote the principle of security by design regardless of cost. They also want to increase consumer awareness on how to ensure greater online security, protection and the safer use of digital devices. They are committed to adopting and implementing current security-related standards. They include the implementation of current security -related standards, implementation of the current current standards and inclusion in educational curricula. "
53,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Freedom-Online-Coalition.pdf,"Submission by the Freedom Online Coalition (FOC), April 2023PDF","The Freedom Online Coalition is an intergovernmental coalition that was established at the inaugural Freedom Online Conference in The Hague, Netherlands, in 2011. Its membership has grown to include 361 Member States, spanning from Africa to Asia, Europe, and the Middle East. The FOC believes that the human rights that people have offline must be protected online. They are concerned about the growing trend of state-sponsored Internet censorship. The Task Force on Digital Equality aims to translate the statement’s recommendations into concrete action that has tangible, positive outcomes for promoting digital equality. The Freedom Online Coalition is committed to working together to support Internet freedom for individuals worldwide. The Coalition members support an open and interoperable Internet. They also support the UN Guiding Principles on Business and Human Rights. In 2020, the FOC issued a joint statement on COVID -19 and Internet freedom. The statement expresses deep concern about the growing scope and sophistication of disinformation. The FOC urges social media platforms and the private sector to address disinformation in a manner that respects human rights, democracy and the rule of law."
54,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Minderoo-Centre-for-Technology-and-Democracy.pdf,"Submission by the Minderoo Centre for Technology and Democracy, April 2023PDF","The Minderoo Centre for Technology and Democracy is an independent team of academic researchers at the University of Cambridge who are radically rethinking the power relationships between digital technologies, society and our planet. The issues covered are: Connecting all people to the internet, avoiding internet fragmentation, protecting data, applying human rights online, introducing accountability criteria for discrimination and misleading content, promoting artificial intelligence, and regulating the internet. The use of AI in education should be transparent, neutral and free of bias. Governments should provide adequate funding to ensure an equal Internet access to all."
55,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-Simon-Institute-for-Longterm-Governance.pdf,"Submission by the Simon Institute for Longterm Governance, April 2023PDF","The Institute for LongtimeGovernance has submitted a submission to Simon by the Simon Institute. Simon will give a presentation on the submission in the next two weeks. Simon and Simon will discuss it in a blog post. A. I. and G. D. C. are going to write a list of things to do. They include a list with a date, a date and a specific date. The list is written in the book G. P T, a. C and a. T. are written in four different languages. A I. I. and U. N. are discussing the topics in their respective articles. For the first time, U.N. has written ""E"". and ""E. N.,"" ""F. u u. s,"" ""E x p e r t s"", and ""I. I."" are written in the book. There's a lot to do, but it's going to be a lot.    i i- i-i-n-m is a h e"
56,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Community-of-Democracies-Working-Group.pdf,"Submission by the Community of Democracies Working Group, April 2023PDF"," Recommendations for the Global Digital Compact were compiled by the Community of Democracies’ Working Group on Democracy & Technology (WGD&T). There are eight recommendations that could provide robust coverage of improving digital access, rights, and safety that align with many challenges of today’s digital ecosystem. The UN is working to prevent the proliferation of disinformation and misinformation and promote the exchange of verified information by a multi-stakeholder group to provide transparency, participation, digital inclusion, and resiliency."
57,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Kaspersky.pdf,"Submission by Kaspersky, April 2023PDF","Kaspersky sends a submission to the Global Digital Compact to promote the concept of global digital commons. Kaspersky's mission is to protect users and companies from cyberthreats of any origin. Its ultimate goal is to provide access to high-quality IT and cybersecurity courses to all interested individuals and organizations. The focus should be on state-supported educational initiatives, especially in developing countries, to bridge the gap between the level of digitalization and the number of skilled cybersecurity professionals in the market. The Kaspersky Academy is developing the Cyber Resilience Project for kids. It is aimed at the public sector, universities and small and medium businesses to help them develop mechanisms and skills for security assessments of the ICT products they use. The project is to promote a culture of holistic cyber resilience in and through education. It was created in 2019 as a response to a growing number of individuals affected by digital stalking. It also aims to promote cooperation with developing countries in Asia and Africa."
58,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CyberPeace-Institute.pdf,"Submission by the CyberPeace Institute, April 2023PDF","The CyberPeaceInstitute has a mission to reduce theharms from cyberattacks, provide assistance to vulnerable people, and promote responsible behavior and accountability in the digital world. It provides recommendations for multistakeholder organizations to develop and implement the GlobalDigital Compact. The International Convention on Human Rights and Cybersecurity discusses the importance of protecting human rights online and international peace. Cybersecurity is essential for a stable global system. The Internet’s openness depends on trust. It also needs to preserve the universal character of the Internet and prevent activity that damages the availability and availability of information."
59,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Joint-Submission-by-43-Child-Rights-Organizations.pdf,"Submission by 43 Child Rights Organizations, April 2023PDF","The Global Digital Compact will outline ‘shared principles for an open, free and secure digital future for all’ to be agreed at the Summit of the Future in September 2024. The submission brings together the expertise and voices of 43 child rights organizations and partners to outline critical principles and commitments key actors should follow to ensure the digital world is safe for children. In the past year, fewer than 40% of children had come across websites where people talked about or displayed gory or violent images or had seen images of a sexual nature. The Global Digital Compact should unite and lead the world to reverse this wave of online sexual abuse of children via applying children’s rights frameworks online and to frontier issues and new technologies. The UN Roadmap for Digital Cooperation already outlined some key commitments. Industry actors have made some progress to create shared frameworks and principles to tackle this crime and better define their role. They need to take several steps individually and jointly, aligned around the same goal to create digital spaces where children can be safe and thrive. The Broadband Commission Report recommends six actions to build key capacities and capabilities needed to tackle online CSEA and continue learning through their implementation across the world. Key stakeholders need to commit and allocate adequate resources to ensure the following: All efforts to expand connectivity and digital education must go hand-in-hand with child safety. Technology companies must be at the forefront of the response and promote responsible innovation. Legislations should be in place and be implemented to ensure business responsibility and accountability for the respect of children’s rights in digital environments."
60,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNEP.pdf,"Submission by UNEP, April 2023PDF","The UNEP gives its input to the Global Digital Compact on 28 April 2023. The Sustainable Development Goals provide a framework to harness the enabling opportunities for digital technologies. UNEP and ITU will build a joint programme and center of excellence in green digital transformation focusing on greenhouse gas emissions, e-waste and the circularity of the ICT sector. The CODES Action Plan for a Sustainable Planet in the Digital Age was launched in June 2022. It proposes three systemic shifts and 9 impact initiatives to integrate environmental sustainability into digital transformation."
61,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Austria-multi-stakeholder-internet-community.pdf,"Submission by Austria's multistakeholder internet community, April 2023PDF","Austria's multi-stakeholder internet community supports the Global Digital Compact. Multi-Stakeholder approach is characterized by openness, transparency, and accountability. The GDC should form a new social contract for the future of the internet. UNESCO's ""Internet Universality ROAM-X Indicators"" (Rights, Openness, Accessibility, and Multi- Stakeholder Participation) are exemplary in providing a comprehensive framework for assessing a country's state of the Internet. It also encourages the uptake of selected indicators to measure progress. A human rights-based approach to digital policy-making is essential. In the area of AI, the UNESCO AI Ethics Recommendation is the first international text on AI ethics that has a global reach. Data is necessary to develop sustainable global digital policy, and key to making good regulatory decisions. The GDC should address the challenges and possibilities of decentralized networks (like Mastodon), as an alternative to profit-oriented privately owned media platforms, and of future iteration of the internet, where virtual and augmented reality technologies merge to create a shared virtual space."
62,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CENTR.pdf,"Submission by the Council of European National Top-Level Domain Registries (CENTR), April 2023PDF","CENTR is the association of European country code top-level domain registries (hereinafter ccTLDs). CENTR members are responsible for over 80% of registered domain names worldwide. CENTR wants the Global Digital Compact to support the establishment of a global consensus on minimum data protection standards applicable to internet infrastructure operators. CENTr.org is located at Belliardstraat 20 (6th floor) 1040 Brussels, Belgium, and CENTr.org. They argue that intervention via the DNS layer is ineffective and unnecessary."
63,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Australian-internet-governance-community.pdf,"Submission by the Australian internet governance community, April 2023PDF","The GDC supports the Global Digital Compact. The GDC reaffirms its commitment to promoting an internet that is open, free, secure and globally interoperable. Digital technologies provide unparallel opportunities for the promotion, advancement and defence of human rights. The Future of Life Institute’s open letter calls for a six month pause in the development of AI. The Internet Governance Forum (IGF) is a key example of multistakeholder collaboration. The WSIS +20 review will consider the IGF mandate."
64,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_German-Environment-Agency-UBA.pdf,"Submission by the German Environment Agency (UBA), April 2023PDF",German Environment Agency submits a submission to the Global Digital Compact to the GDC. The German Environment Agency's goal is to make digitalisation environmentally friendly and to foster digital and socio-technical solutions towards sustainability. CODES is a global alliance working for a Sustainable Planet in the Digital Age. UBA is a co-champion of the Coalition for Digital Environmental Sustainability (CODES) and endorses the submission. Any views expressed are the views of the UBA and not the official position of the Federal Republic of Germany. They endorse the nine actions developed in the GDC submission of CODES. They propose three specific actions to support each of the three principles. They also propose to build and mainstream an “UN Eco-design Framework for Sustainable Digital Infrastructures” and set up a “Global Innovation Mechanism” for sustainable digital livelihoods. The project should be completed by Arpil/2023.   . “Sustainability and the 2030 Agenda must become the guiding vision and mission for the entire GDC.
65,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Internet_Rights_and_Principles_Coalition.pdf,"Submission by the Internet Rights and Principles Coalition (IRPC), April 2023PDF","TheIRPC is about the Internet, Principles and the submission of the IRPC. It's about how to submit the information and submit it to the coalition. Submissions in this form are limited to 2500 characters. The list is based on the pledge of faith, commitment, and actions. It will be available to the Secretary of General’s for the next six months. The Core Principles of Core Principles are defined by the principles of the Principles of Principles. They are also concerned with the environment and the future of society and the public. The document has been sent to P.Charter.org and P.E.org. Christian should not have Christian beliefs, Christian will not have any Christian beliefs or Christian attitudes. The Core Principles of Core Principles include R e g u l a t i t i o n, R i g h t s, P i n t i l l i t h. i. t. s and a. s are examples of the three ways to measure the length of a sentence."
66,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ICNL-ECNL.pdf,"Submission by the International Center for Not-for-Profit Law (ICNL) and the European Center for Not-for-Profit Law (ECNL), April 2023PDF","The ICNL and the European Center for Not-for-Profit Law prepare a submission to the consultative process for the Global Digital Compact led by the U.N. and co-facilitated by Sweden and Rwanda. They agree that meaningful access to the internet is a human right and a key means to access other fundamental economic, political, and civil rights. States and multinational bodies should promote the principle of a free, open, secure, and reliable internet both domestically and internationally. The use of AI systems must follow a human rights and ethics-based approach rather than an ethical approach to AI systems."
67,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-BSM-Academy.pdf,"Submission by the BSM Academy, April 2023PDF","This paper focuses on BSM Academy's commitment to the Global Digital Compact on Universal Access and Internet Fragmentation v.2623. It is a commitment to promoting digital literacy and ensuring equity in internet access and usage for all. The academy provides free access to digital resources and internet connectivity for survivors of gender-based violence. The curriculum is based on the principles of media literacy, research, fact-checking, and online safety and digital citizenship in the digital world. The Academy is responsive to the evolving nature of technology and its impact on society."
68,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ISO.pdf,"Submission by the International Organization for Standardization (ISO), April 2023PDF","The International Organization for Standardization is an independent, non-governmental organization with a membership of 168 national standards bodies. ISO develops international standards across a wide range of industries, including technology, food, and health care. ISO and IEC have a joint committee for standards related to cloud computing. ISO has more than 40 different standards either published or in development that cover issues such as collabo rative robots, safety requirements for industrial robots, and personal care robots. For up-to-date information on the joint ISO technical committee, simply search on ISO.org."
69,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-Kingdom-of-the-Netherlands.pdf,"Submission by the Kingdom of the Netherlands, April 2023 PDF","The Kingdom of the Netherlands submitted the Global Digital Compact on 28 April 2023. The Netherlands wants to break down the gender digital divide entirely. The Compact's core principles include the protection of personal data online, the importance of online privacy, online anonymity, confidentiality of electronic communication and strong encryption. It is important that illegal content such as discriminatory or racist statements or child sexual abuse and expitation material is removed from the Internet. It will be updated to the UNGPBHR and the Beijing Platform for Action."
70,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Polish-Government.pdf,"Submission by the Government of the Republic of Poland, April 2023PDF","The Polish Government supports the Global Digital Compact and the hosting of the UN IGF in Katowice. Poland's main goal is to provide universal access to ultra-fast internet, develop digital competences for schoolchildren, and support digital education based on modern technologies. Poland has invested more than 100,000 km of new internet networks and invested in high-speed fiber-optic networks. 99% of local government primary schools in Poland have been equipped with modern equipment, including 3D printers, VR goggles, robots, robots and technical equipment of all kinds. Poland is against introducing the right of ownership of non-personal data and instead opt for protecting rights of access to data, trade secrets, intellectual property, as well as privacy and personal data."
71,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UN-Women-Equality-Now-AUDRi.pdf,"Submission by UN Women, Equality Now, and the Alliance for Universal Digital Rights, April 2023PDF","The UN Secretary General wants a Global Digital Compact to be agreed at the Summit of the Future (September 2024) to “outline shared principles for an open, free and secure digital future for all” There are significant gender gaps in terms of access to and control of digital technology and the Internet. There is a focus on strengthening the capacities of women in marginalized communities and enhancing their digital literacy and skills to ensure that women and girls benefit equally from the digital revolution. Technology companies should put in place strong policies and codes of conduct to prevent TF GBV and discrimination."
72,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Internet-Society.pdf,"Submission by Internet Society (ISOC), April 2023PDF","The Internet Society has submitted its contribution to the Global Digital Compact. It urges the GDC to reaffirm the consensus from the Tunis Agenda on Internet governance. The Internet Society is committed to upholding and defending the open, globally-connected, secure, and trustworthy Internet. They are committed to working with the United Nations and other partners to advance the multistakeholder model and promote an Internet for everyone. They also acknowledge the role of the IGF in exemplifying the multistsakeholder approach to internet governance."
73,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNESCO.pdf,"Submission by UNESCO, April 2023PDF","The Global Digital Compact should be adopted by UN Member States at the Summit of the Future in 2024. UNESCO supports the idea of a human-rights based, open, accessible, and multistakeholder shaped technological environment in the service of humankind. UNESCO and partners in 2019 will publish guidelines for ICT in Education Policies and Masterplans published by UNESCO in 2022. Governments should create a positive environment for freedom of expression and access to information online, in line with international guarantees of these rights. UNESCO's Guidelines for regulating digital platforms are due to be published later in 2023."
74,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Radio-Research-and-Development-Institute-NIIR.pdf,"Submission by the Radio Research and Development Institute (NIIR), April 2023PDF","A clear and unambiguous definition of Internet terminology is critical for the Global Digital Compact. The form of Internet terms and definitions is subject to various linguistic factors of different languages, academic traditions, and cultural processes taking place in technical and user groups. There are no precise, unambiguous, legally verified definitions accepted at the international level. The terminology of the Internet as an innovative constantly changing environment is quite complex by its nature. It facilitates communication among stakeho ders, making it easier for them to understand each other and adjust the terms to their native language. The development of the terminology that will be included in the GDC is necessary for the formation of legal practice and traditions in individual jurisdictions and the public consciousness of the Internet community. NIIR employees represent the Russian Federation in the ICANN Governmental Advisory Committee and contribute to the work of RIPE NCC and the regional IGF. The Institute designs and/or manufactures satellite-borne transponders, communication and broadcasting systems and facilities. 23 Doctors of Science and 76 PhDs are employed by the institute."
75,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-Digital-Futures-Commissions.pdf,"Submission by Digital Futures Commissions, April 2023PDF","Digital Futures Commission's submission to the Global Digital Compact, April 2023, urges that ‘all’ includes children. Children under the age of 18 are one in three people on the planet and one in 3 of the world’s internet users. When providing people with options regarding their data, such provision must be child-friendly. When applying human rights to the internet, this must include children's rights. When promoting a trustworthy internet, children must be consulted in the process. Digital Futures Commission (5Rights Foundation) and London School of Economics and Political Science consulted 143 children about their rights in the digital environment. They submitted a document to the Global Digital Compact on how to implement the UNCRC in relation to the Digital Environment. The resulting toolkit sets out principle-based design considerations to help digital innovators embed children’s rights into digital products and services. It is based on the UN Committee on the Rights of the Child's General Comment No. 25."
76,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_WSIS.pdf,"Submission by the World Summit on the Information Society (WSIS), April 2023PDF","The World Summit on the Information Society took place in Geneva from 10 to 12 December 2003 and the second phase in Tunis from 16 to 18 November 2005. The WSIS Forum 2023 will be held from 13 to 17 March in Geneva, Switzerland. The theme is WSIS Action Lines for building back better and accelerating the achievement of the SDGs. The first female chairperson, H.E. Emilija Stojmenova Duh, Minister of Digital Transformation, Republic of Slovenia, will chair the WSIS forum 2023."
77,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_AARP.pdf,"Submission by AARP, April 2023 PDF","AARP submitted a submission to the Global Digital Compact to help older adults access to the internet. By 2050, the annual economic contributions of the 50-plus age group in the US will triple from $8.3 trillion to $26.8 trillion. Broadband access to affordable high-speed internet is a major barrier to connectivity for older adults, especially in rural and low-income contexts. Older adults account for a higher proportion of the population in rural areas than in urban areas. AARP's submission focuses on three key pillars for achieving the digital inclusion of older adults."
78,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Southern-Voice.pdf,"Submission by Southern Voice, April 2023PDF","There is a lot of information on the subject of this article. It's going to be a good time for some of the world's most interesting pictures. One of the books is ‘I C.T.S.’s ‘s’ and one of “I n. e. m. i t. s. is going to have a photo with a photo from the photo gallery. There is also a list of things to read. It will be a bad day for a bad idea. There is a lot of content to read in this article about the content of this article. The content has not been translated into this article by any form of the article. It is not the first time this article has been published. In the past article, this article referred to the content. In it, this content has been translated to the conclusion. The author's opinion is that it is the first chapter of the series. The article is reposted by G.D. C. and G. D. C as well as the other articles. There are 9.9 C D. e. is 2 0 3 0. H e is h e. i g i t. s is h a t. h a l is a l i p. l. i t is a c l a r. a r r a n t e. s, a c h n o l o. y and a l y is a. h. s. R e s e a r c h, C e s t i l l l. o. s and a c o o l i c y. i s i t i a t i i i n. t."
79,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Amazon.pdf,"Submission by Amazon, April 2023PDF","Amazon supports the UN's vision for an inclusive, constructive GDC. Amazon supports the multi-stakeholder model of internet governance. Amazon is committed to ensuring the people, workers, and communities that support our entire value chain are treated with fundamental dignity and respect. Amazon has a longstanding commitment at Amazon to preserve the trust of its customers and their families. Amazon recognizes its responsibility to respect and uphold internationally recognized human rights through the ethical treatment of our workforce and those within our value chain. Amazon discloses the types of data we collect and the limited circumstances in which we share it with third parties. The UN should promote policies and regulatory approaches that enable trusted cross-border data flows that will help unlock the potential of trusted data flows for economic development and social good. Amazon Web Services delivers services to millions of active customers in 245 countries and territories globally. The UN should build on and complement best practices found in existing international frameworks that reinforce a shared commitment to promoting interoperability, high standard digital trade agreements, and regional frameworks (e.g. APEC Cross Border Privacy Rules System). Amazon is committed to developing fair and accurate AI services and providing customers with tools and guidance needed to build applications responsibly. Amazon is investing more than $10 billion to develop Project Kuiper, an advanced, low-cost Earth orbit satellite broadband network that will provide fast, affordable broadband to unserved and underserved communities around the world. The development of AI standards should follow an open, multistakeholder approach as much as possible. The U N should endorse and amplify the work done by the multi-stakeholder community."
80,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ICANN.pdf,"Submission by the Internet Corporation for Assigned Names and Numbers (ICANN), April 2023PDF","There are 7,000 languages spoken worldwide. 66% of the world's population are now connected to the Internet. ICANN conducts tests and analyzes the data to prove the Internet's reliability and resiliency. The Internet is an important part of the SDGs, which are aimed at making the Internet more secure, open and accessible to all. The Common Agenda Report highlights the impact of the Internet on the global network. iReport.org provides a summary of the Common Agenda.org."
81,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Caribbean-IGF.pdf,"Submission by the Caribbean Internet Governance Forum, April 2023PDF"," eLAC 2024 identified 4 main pillars as: Infrastructure, connectivity, the development of skills and competencies, innovation and sustainability. It needs to connect all people to the Internet and improve the quality of service provided by Internet Exchange Points in the Caribbean. It also needs an adequate infrastructure to withstand the environment and natural disasters experienced in the region. It's also needs to educate the vulnerable and the disadvantaged in society about the Internet access. The Caribbean needs to promote regulation of artificial intelligence and the protection of free and open Internet."
82,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Republic-of-Austria.pdf,"Submission by the Republic of Austria, April 2023PDF",Austria supports the elaboration of a Global Digital Compact to be held at the Summit of the Future in September 2024. Austria is actively engaged in the various strands for implementing “Our Common Agenda” in December 2022. Austria also subscribes to the Declaration of the Heads of State and Government on the occasion of the 75th anniversary of the UN. Austria’s multi-stakeholder internet community supports a holistic approach to global digital policy development. Austria believes cooperation with the UN is the best guarantor for peace and security.
83,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Global-Cyber-Alliance.pdf,"Submission by the Global Cyber Alliance, April 2023PDF","The Fourth Industrial Revolution has the potential to raise global income levels and improve the quality of life for populations around the world. Digitalization also provides a new breeding ground for organized crime. Cybersecurity should be managed as a global public good. Governments and non-profits should offer useful toolkits and promote existing initiatives. They should fund cybersecurity education programmes in sch ools and at the community level. The young generation, despite being digital natives, does not follow cybersecurity best practices. The solutions need to be relevant, localized, affordable and easily accessible. In April 2022, Craig Newmark Ph ilanthropies announced a commitment of more than $50 million to support a broad coalition of organizations dedicated to a Cyber Civil Defense initiative. The Global Cyber Alliance is launching a cybersecurity taxonomy project. The project aims to identify all current tools and solutions that address known cyber risks and provide the basis for community collaboration to identify gaps. The coalition committed to ensure that solutions are available and work at a global scale. The fight against cybercrime has so far received more resources than preventive cybersecurity."
