id,URL,Category
487,https://www.theguardian.com/commentisfree/2022/aug/29/the-guardian-view-on-climate-chaos-in-pakistan-adapt-to-survive,Extreme weather & adaptation
488,https://www.theguardian.com/commentisfree/2022/aug/28/the-observer-view-on-the-unforgivable-silence-of-the-tories-over-the-energy-price-crisis,Energy prices
489,https://www.dailymail.co.uk/news/article-11147333/DAILY-MAIL-COMMENT-Liz-energy-tackle-fuel-bills-crisis.html,Energy prices
490,https://www.thesun.co.uk/news/19631133/government-power-vacuum-sun-says/,Energy prices
491,https://www.thetimes.co.uk/article/the-times-view-on-helping-with-bills-energy-emergency-mj5t7bl0m,Energy prices
492,https://www.thesun.co.uk/news/19631133/government-power-vacuum-sun-says/,Energy prices
493,https://www.thesun.co.uk/news/19608968/british-gas-centrica-bills-grants,Fracking
494,https://www.thetimes.co.uk/article/only-pandemic-style-creativity-can-ease-the-energy-crisis-ljp7jvrqn,Energy prices
495,https://www.theguardian.com/commentisfree/2022/aug/21/observer-view-on-conservative-leadership-tax-cut-promises,Energy prices
496,https://www.theguardian.com/commentisfree/2022/aug/21/the-guardian-view-on-earth-friendly-diets-cooking-animals-is-cooking-the-planet,Food & agriculture
497,https://www.theguardian.com/commentisfree/2022/aug/18/the-guardian-view-on-rare-earths-mining-them-cant-cost-the-earth,Renewables
498,https://www.telegraph.co.uk/opinion/2022/08/15/tories-need-answer-starmers-proposed-bill-freeze,Energy prices
499,dailymail.co.uk/news/article-11111587/DAILY-MAIL-COMMENT-No-place-pacifism-culture-wars.html,Energy prices
500,https://www.theguardian.com/commentisfree/2022/aug/15/the-guardian-view-on-keir-starmers-bills-freeze-smart-politics-needs-smart-economics,Energy prices
501,thetimes.co.uk/article/the-times-view-on-labours-plan-to-freeze-energy-bills-starmers-chimera-qjb2swdqq,Energy prices
502,https://www.dailymail.co.uk/news/article-11114857/DAILY-MAIL-COMMENT-Labours-energy-plan-prolong-pain.html,Energy prices
503,https://www.thetimes.co.uk/article/great-problems-need-great-solutions-not-more-dithering-6lkqfdg68,Energy prices
504,https://www.mirror.co.uk/news/politics/unchecked-bills-destroy-budgets-force-27739653,Energy prices
505,https://www.thesun.co.uk/news/19510473/radical-energy-price-emergency,Energy prices
506,https://www.theguardian.com/commentisfree/2022/aug/14/observer-view-woeful-state-uk-water-industry,Extreme weather & adaptation
507,https://www.telegraph.co.uk/news/2022/08/13/drought-has-exposed-britains-crippling-short-termism,Extreme weather & adaptation
508,https://www.pressreader.com/uk/daily-mirror-northern-ireland/20220812/281681143656299,Energy prices
509,www.thetimes.co.uk/article/the-times-view-on-nationalising-water-companies-utility-futility-vvdlv89n3,Extreme weather & adaptation
510,https://www.thetimes.co.uk/article/the-times-view-on-how-to-tackle-energy-bills-power-palliatives-md0vvdcjb,Energy prices
511,https://www.mirror.co.uk/news/uk-news/extreme-weather-events-show-now-27710498,Extreme weather & adaptation
512,https://www.theguardian.com/commentisfree/2022/aug/10/the-guardian-view-on-tory-infighting-a-bad-policy-auction,UK politics
513,https://www.express.co.uk/comment/expresscomment/1653194/energy-bills-crisis-plan-mental-health-NHS-worker-lottery-jackpot,UK politics
514,https://www.telegraph.co.uk/opinion/2022/08/11/failed-solutions-past-wont-fix-energy-crisis,Energy prices
515,https://www.telegraph.co.uk/opinion/2022/08/09/energy-price-rises-looming-calamity,Energy prices
516,https://www.mirror.co.uk/news/politics/liz-truss-rishi-sunak-dont-27700560,Energy prices
517,https://www.thesun.co.uk/news/19466033/nadhim-zahawi-energy-fatcats-lower-prices/,Energy prices
518,https://www.thesun.co.uk/news/19466033/nadhim-zahawi-energy-fatcats-lower-prices/,Nuclear
519,https://www.dailymail.co.uk/news/article-11096961/DAILY-MAIL-COMMENT-Mr-Browns-legacy-problem.html,Energy prices
520,https://www.thetimes.co.uk/article/the-times-view-on-privatised-water-water-shortages-zw9gp2jxs,Extreme weather & adaptation
521,https://www.ft.com/content/2e2855c5-3dfd-4b41-b53a-aeff4671e992,US politics
522,https://www.theguardian.com/commentisfree/2022/aug/08/the-guardian-view-on-the-dog-days-of-boris-johnsons-premiership-crises-which-crises,UK politics
523,https://www.theguardian.com/commentisfree/2022/aug/08/the-guardian-view-on-ancient-trees-natural-monuments-need-protecting,Climate science
524,https://www.telegraph.co.uk/opinion/2022/08/08/gordon-brown-cant-escape-blame-britains-energy-crisis/,UK climate policy
525,theguardian.com/commentisfree/2022/aug/07/the-guardian-view-on-the-uk-car-industry-facing-a-green-moment-of-truth,Transport
526,https://www.thetimes.co.uk/article/next-leader-must-be-switched-on-to-spiralling-energy-crisis-fwtk003sv,Energy prices
527,theguardian.com/commentisfree/2022/aug/07/observer-view-tory-party-leaving-britons-to-face-crisis-alone,Energy prices
528,https://www.telegraph.co.uk/opinion/2022/08/06/why-believe-liz-truss-should-prime-minister,UK politics
529,https://www.thesun.co.uk/news/19433334/abandoning-fracking-owls-britain-energy-crisis/,Fracking
530,https://www.mirror.co.uk/news/uk-news/water-companies-driven-profits-fail-27671939,Extreme weather & adaptation
531,https://www.theguardian.com/commentisfree/2022/aug/05/the-guardian-view-on-accelerating-global-heating-follow-the-science,Climate science
532,https://www.telegraph.co.uk/opinion/2022/08/05/britain-gripped-defeatism,UK climate policy
533,https://www.dailymail.co.uk/news/article-11074717/COMMENT-Liz-boldness-vision-strength-conviction-build-Boris-began.html,UK politics
534,https://www.theguardian.com/commentisfree/2022/aug/02/the-guardian-view-on-liz-truss-the-disingenuous-insurgent,UK politics
535,https://www.theguardian.com/commentisfree/2022/aug/01/the-guardian-view-on-the-warming-of-the-alps-a-challenge-for-tourism,Extreme weather & adaptation
536,https://www.thetimes.co.uk/article/the-times-view-on-energy-bills-power-plays-b3d73znp2,Energy prices
537,https://www.mirror.co.uk/news/uk-news/gardeners-kids-motorists-would-suffer-27614562,Extreme weather & adaptation
538,https://www.thesun.co.uk/news/19365494/sun-says-new-pm-vast-problems/,UK climate policy
539,independent.co.uk/voices/editorials/cost-of-living-energy-crisis-ukraine-b2133249.html,Energy prices
540,mirror.co.uk/news/politics/government-needs-more-help-brits-27594984,Energy prices
541,https://www.dailymail.co.uk/news/article-11048109/DAILY-MAIL-COMMENT-Bad-blood-cost-Tories-election.html,Renewables
542,https://www.thesun.co.uk/news/19327901/debate-sunak-truss-nothing-choose/,UK climate policy
543,https://www.theguardian.com/commentisfree/2022/jul/26/the-guardian-view-on-truss-v-sunak-no-substance-no-seriousness,UK climate policy
544,https://www.ft.com/content/cd88b623-eb1b-4f30-80bc-4a26f6652dd6,Extreme weather & adaptation
545,https://www.telegraph.co.uk/news/2022/07/22/britain-yet-fully-seize-opportunities-nuclear-power,Nuclear
546,https://www.independent.co.uk/voices/editorials/europe-russia-oil-gas-nordstream-pipeline-b2128584.html,Oil & gas
547,https://www.thetimes.co.uk/article/the-times-view-on-russias-fuel-stranglehold-turning-off-the-gas-z8rdtqrrp,International politics
548,https://www.pressreader.com/uk/daily-express/20220720/281762747987175,Extreme weather & adaptation
549,https://www.dailymail.co.uk/news/article-11033967/DAILY-MAIL-COMMENT-inspiring-vision-beat-dull-Labour.html,UK climate policy
550,https://www.thetimes.co.uk/article/the-times-view-on-the-heatwave-climate-opportunity-vs80vldhr,Extreme weather & adaptation
551,https://www.telegraph.co.uk/opinion/2022/07/19/when-next-endure-heatwave-much-ask-better-planning-less-panic,Extreme weather & adaptation
552,https://www.mirror.co.uk/news/uk-news/those-who-deny-climate-change-27524855,Extreme weather & adaptation
553,https://www.theguardian.com/commentisfree/2022/jul/19/the-guardian-view-on-public-attitudes-to-the-climate-crisis-burning-for-change,UK climate policy
554,https://www.thesun.co.uk/news/19255015/kemi-badenoch-deserves-top-cabinet-job,Extreme weather & adaptation
555,https://www.independent.co.uk/voices/editorials/wildfires-heatwave-climate-crisis-mother-nature-b2126828.html,Climate science
556,https://www.theguardian.com/commentisfree/2022/jul/18/the-guardian-view-of-climate-politics-net-zero-must-stay-as-policy,UK climate policy
557,https://www.dailymail.co.uk/news/article-11026211/DAILY-MAIL-COMMENT-Tory-Right-come-together.html,Extreme weather & adaptation
558,https://www.mirror.co.uk/news/uk-news/voice-mirror-scorching-heatwave-shows-27514759,Extreme weather & adaptation
559,https://www.mirror.co.uk/news/uk-news/heat-planet-temperatures-head-towards-27505103,Extreme weather & adaptation
560,https://www.telegraph.co.uk/opinion/2022/07/17/must-learn-adapt-climate-change/,Extreme weather & adaptation
561,https://twitter.com/LeoHickman/status/1548595115152871431,UK climate policy
562,https://www.thetimes.co.uk/article/the-times-view-on-dangerous-heatwaves-climate-alarm-n75whxtkl,Extreme weather & adaptation
563,https://www.telegraph.co.uk/opinion/2022/07/16/tories-must-take-liberal-left-consensus-runs-britain-regardless,UK climate policy
564,https://www.theguardian.com/commentisfree/2022/jul/15/the-guardian-view-on-july-weather-here-comes-the-dangerously-hot-sun,Extreme weather & adaptation
565,https://www.thesun.co.uk/news/19218119/nannying-government-treat-brits-like-kids/,Extreme weather & adaptation
566,https://www.mirror.co.uk/news/uk-news/people-can-shelter-sun-cannot-27485808,Extreme weather & adaptation
567,https://www.theguardian.com/commentisfree/2022/jul/13/the-guardian-view-on-europes-energy-crisis-facing-down-putin-will-not-come-cheap,Energy prices
568,https://www.telegraph.co.uk/opinion/2022/07/12/britain-must-adapt-heat,Extreme weather & adaptation
569,https://www.express.co.uk/comment/expresscomment/1638944/tory-leadership-contest-nadhim-zahawi-tax-defence-spend,Extreme weather & adaptation
570,https://www.thetimes.co.uk/article/the-sunday-times-view-decency-and-economic-nous-not-too-much-to-ask-for-in-a-pm-dz8cv78w,UK climate policy
571,https://www.telegraph.co.uk/opinion/2022/07/09/tory-contest-opens-welcome-tax-cut-pledges,UK climate policy
572,https://www.dailymail.co.uk/news/article-10993517/DAILY-MAIL-COMMENT-Boris-faced-end-rueful-smile-Tory-party-live-regret-it.html,UK climate policy
573,https://www.theguardian.com/commentisfree/2022/jul/07/the-guardian-view-on-the-global-food-crisis-no-time-to-lose,Food & agriculture
574,"",UK climate policy
575,https://www.ft.com/content/6b289bc7-d0f9-4e82-af0b-4270aa0b0461,UK climate policy
576,https://www.thesun.co.uk/news/19104302/time-is-running-out-for-boris-johnson/,Energy prices
577,https://www.dailymail.co.uk/news/article-10985915/DAILY-MAIL-COMMENT-lies-ahead-Tories-real-issues.html,Energy prices
578,https://www.telegraph.co.uk/opinion/2022/07/05/avoid-summer-chaos-chancellor-must-cut-fuel-duty-much,Energy prices
579,https://www.thetimes.co.uk/article/the-times-view-on-motorway-protests-fuel-price-fury-7b0cjzdjf,Energy prices
580,https://www.thesun.co.uk/news/19091743/labour-brexit-mortal-peril,Activism
581,https://www.thetimes.co.uk/article/the-electric-car-revolution-will-fizzle-out-without-more-power-lgdsd2btg,Transport
582,https://www.telegraph.co.uk/opinion/2022/07/03/britain-must-bring-back-fracking/,Fracking
583,https://www.theguardian.com/commentisfree/2022/jul/01/the-guardian-view-on-bidens-risky-gamble-betting-on-lowering-oil-prices,Oil & gas
584,https://www.thesun.co.uk/news/19066822/boris-johnson-chris-pincher-groping-scandal/,Energy prices
585,https://www.thesun.co.uk/news/19018667/nato-troop-deployment-defend-europe-dictator-putin/,Energy prices
586,https://www.ft.com/content/08a47350-e5b4-4aac-b5f2-d9af79aa0d1c,Oil & gas
587,https://www.dailymail.co.uk/news/article-10940129/DAILY-MAIL-COMMENT-Keirs-trying-dupe-strike-sick-public.html,Energy prices
588,https://www.mirror.co.uk/news/politics/out-touch-boris-johnson-government-27275764,Extreme weather & adaptation
589,https://www.ft.com/content/ca4d71e6-1ecb-4529-ada1-66528fd556ac,International politics
590,https://www.thetimes.co.uk/article/the-times-view-on-royal-interventions-princely-politics-9c9sf0d6v,UK politics
591,https://www.thetimes.co.uk/article/the-times-view-on-the-governments-national-food-strategy-grow-for-britain-37xk88p2f,Food & agriculture
592,https://www.telegraph.co.uk/news/2022/06/13/boris-rishi-need-strategy-growth/,Energy prices
593,https://www.ft.com/content/7472de46-07fe-4b99-a363-a368bdce4155,US politics
594,https://www.thetimes.co.uk/article/rewilding-must-wait-we-need-farms-set-to-all-systems-grow-7xsbl06hq,Food & agriculture
595,https://www.theguardian.com/commentisfree/2022/jun/12/the-guardian-view-on-an-indian-summer-human-made-heatwaves-are-getting-hotter,Extreme weather & adaptation
596,https://www.thesun.co.uk/news/18828358/boris-johnson-rail-unions-strikes,Energy prices
597,https://www.thetimes.co.uk/article/the-times-view-on-tory-confidence-in-boris-johnson-pyrrhic-victory-wl5fl2jb2,UK climate policy
598,https://www.dailymail.co.uk/news/article-10869659/DAILY-MAIL-COMMENT-Stop-cashing-misery-pumps.html,UK climate policy
599,https://www.thetimes.co.uk/article/the-times-view-on-sheep-and-solar-farms-may-safely-graze-xcjc05bws,Renewables
600,https://www.theguardian.com/commentisfree/2022/may/29/observer-view-70-years-warnings-environment,International politics
601,https://www.theguardian.com/commentisfree/2022/may/26/the-guardian-view-on-energy-windfall-taxes-cynical-but-welcome,Oil & gas
602,https://www.independent.co.uk/voices/editorials/windfall-tax-boris-johnson-sue-gray-b2088124.html,Energy prices
603,https://www.ft.com/content/8190a643-6dd1-4f2f-aac9-42fe0e5bc5b4,Oil & gas
604,https://www.telegraph.co.uk/opinion/2022/05/25/cowardly-corporations-have-captured-form-group-think,Climate finance
605,https://www.pressreader.com/uk/daily-mail/20220523/281809992510911/textview,Oil & gas
606,https://www.ft.com/content/272b764c-001c-4b0d-9d97-89f360a34532,International politics
607,https://www.independent.co.uk/voices/editorials/australia-election-labor-party-albanese-b2084347.html,International politics
608,https://www.telegraph.co.uk/opinion/2022/05/21/energy-windfall-tax-doomed-failure-ministers-must-condemn,Oil & gas
609,https://www.telegraph.co.uk/opinion/2022/05/19/windfall-tax-energy-companies-would-mistake/,Oil & gas
610,https://www.thetimes.co.uk/article/the-times-view-on-the-cost-of-living-crisis-tough-times-8zrq0q36s,Energy prices
611,https://www.dailymail.co.uk/news/article-10823089/DAILY-MAIL-COMMENT-Sold-river-weak-watchdog.html,Energy prices
612,https://www.telegraph.co.uk/news/2022/05/17/free-energy-market-red-tape,Energy prices
613,https://www.theguardian.com/commentisfree/2022/may/15/the-observer-view-on-a-windfall-tax-on-the-energy-giants,Oil & gas
614,https://www.thesun.co.uk/news/18579763/profiteering-oil-giants-national-hardship,Oil & gas
615,https://www.theguardian.com/commentisfree/2022/may/15/observer-view-reforming-restrictions-on-gm-foods,Food & agriculture
616,https://www.telegraph.co.uk/news/2022/05/13/windfall-blackmail-not-solution,Oil & gas
617,https://www.dailymail.co.uk/news/article-10807751/DAILY-MAIL-COMMENT-Slashing-tax-vote-winner-Tories.html,Energy prices
618,https://www.thetimes.co.uk/article/the-times-view-on-a-energy-tax-windfall-wishes-76n9h50t2,Oil & gas
619,https://www.telegraph.co.uk/news/2022/05/10/queens-speech-lacking-direction/,UK climate policy
620,https://www.theguardian.com/commentisfree/2022/may/10/the-guardian-view-on-the-queens-speech-boris-johnson-fails-to-deliver-for-voters,UK climate policy
621,https://www.thetimes.co.uk/article/the-times-view-on-the-queens-speech-thin-pickings-qbbrhn8f3,UK climate policy
622,https://www.independent.co.uk/voices/editorials/queens-speech-cost-of-living-gas-prices-b2075645.html,Energy prices
623,https://www.thetimes.co.uk/article/the-times-view-of-turning-renewable-energy-targets-into-reality-windy-ambitions-727bjh2zk,Renewables
624,https://www.theguardian.com/commentisfree/2022/may/05/the-guardian-view-on-banning-russian-oil-defunding-putins-war-machine,Oil & gas
625,https://www.thetimes.co.uk/article/the-times-view-on-declining-insect-populations-silent-earth-sj3mv09vj,Climate science
626,https://www.thetimes.co.uk/article/the-times-view-on-the-eus-ban-on-russian-oil-energy-embargo-kk9pptghl,Oil & gas
627,https://www.thetimes.co.uk/article/the-times-view-on-imposing-a-windfall-tax-watt-nonsense-tfvczx2vl,Oil & gas
628,https://www.ft.com/content/7505525e-55c3-48d2-bb0b-e6d3f3e952b2,Oil & gas
629,https://www.ft.com/content/203a32ec-284a-423b-afea-c12354114752,International politics
630,https://www.telegraph.co.uk/opinion/2022/04/28/windfall-threats-wont-solve-energy-crisis/,Oil & gas
631,https://www.thesun.co.uk/news/18408580/russia-nuclear-threats-future-of-west/,Activism
632,https://www.thesun.co.uk/news/18395959/government-lethal-negligence-care-homes-covid/,Fracking
633,https://www.thesun.co.uk/news/18372662/war-cost-of-living-crisis-government-bringing-prices-down/,Energy prices
634,https://www.independent.co.uk/voices/editorials/world-food-hunger-fertilisers-famine-uprisings-b2065796.html,International politics
635,https://www.dailymail.co.uk/news/article-10737739/DAILY-MAIL-COMMENT-sad-Prince-Harry-Duke-Delusion.html,Energy prices
636,https://www.telegraph.co.uk/opinion/2022/04/21/germany-now-wests-weak-link,International politics
637,https://www.dailymail.co.uk/debate/article-10733639/DAILY-MAIL-COMMENT-Prime-Ministers-apology-lay-Partygate-rest.html,Energy prices
638,https://www.telegraph.co.uk/opinion/2022/04/20/long-europe-pays-russian-energy-vladimir-putin-winning,International politics
639,https://www.theguardian.com/commentisfree/2022/apr/20/the-guardian-view-on-spiralling-fuel-bills-johnson-must-get-a-grip,Energy prices
640,https://www.mirror.co.uk/news/politics/boris-johnson-brazenly-denies-truth-26749330,Energy prices
641,https://www.ft.com/content/1f8c968c-46ab-4556-ba27-4e9365c06001,International politics
642,https://www.dailymail.co.uk/news/article-10709673/DAILY-MAIL-COMMENT-Rishi-help-families-crisis.html,Energy prices
643,https://www.thesun.co.uk/news/18236812/forecourts-rishi-sunaks-5p-duty-cut-petrol/,Activism
644,https://www.thetimes.co.uk/article/the-times-view-on-easter-holiday-turmoil-road-ahead-closed-8d268nj3n,Activism
645,https://www.telegraph.co.uk/opinion/2022/04/09/civil-servants-must-not-stand-way-energy-reform,UK climate policy
646,https://www.dailymail.co.uk/debate/article-10698143/DAILY-MAIL-COMMENT-long-woke-spell-broken.html,UK climate policy
647,https://www.express.co.uk/comment/expresscomment/1593372/plentiful-affordable-energy-within-reach,UK climate policy
648,https://www.thetimes.co.uk/article/the-times-view-on-the-infrastructure-to-boost-electric-vehicles-no-charge-mp7sxjbk8,Transport
649,https://www.thetimes.co.uk/article/the-times-view-on-the-energy-security-strategy-wasted-energy-m73wkc0mx,UK climate policy
650,https://www.ft.com/content/b21e5d3b-a95d-4579-9718-52ce886cf8b7,UK climate policy
651,https://www.theguardian.com/commentisfree/2022/apr/07/the-guardian-view-on-boris-johnsons-energy-strategy-missed-opportunities,UK climate policy
652,https://www.telegraph.co.uk/news/2022/04/07/fixation-net-zero-carries-great-risk/,UK climate policy
653,https://www.thesun.co.uk/news/18202852/boris-johnson-britains-energy-strategy/,UK climate policy
654,https://twitter.com/LeoHickman/status/1511226002235662337,UK climate policy
655,https://www.ft.com/content/af340af2-d9c2-4e39-819a-f58bf81645e7,Climate science
656,https://www.thesun.co.uk/news/18177975/home-office-shames-britain-betrays-ukrainians-refugees/,Fracking
657,https://www.thetimes.co.uk/article/the-times-view-on-britains-energy-strategy-power-play-p8g9hp0qp,UK climate policy
658,https://www.telegraph.co.uk/opinion/2022/04/04/power-rationing-worrying-echo-1970s,UK politics
659,https://www.theguardian.com/commentisfree/2022/apr/04/the-guardian-view-on-the-latest-ipcc-report-a-fast-track-to-climate-disaster,Climate science
660,https://www.thetimes.co.uk/article/the-times-view-on-global-warming-receding-target-hlxm8rr97,Climate science
661,https://www.independent.co.uk/voices/editorials/climate-crisis-net-zero-energy-bills-b2050651.html,Climate science
662,https://www.telegraph.co.uk/opinion/2022/04/01/chill-financial-winds-felt/,Energy prices
663,https://www.thesun.co.uk/news/18131333/rishi-sunak-why-not-cut-taxes-now/,Fracking
664,https://www.telegraph.co.uk/opinion/2022/04/01/green-extremists-must-shunned,Activism
665,https://www.ft.com/content/99f83e1d-20a9-4523-841c-fa2153e8bbf7,Oil & gas
666,https://www.pressreader.com/uk/daily-mail/20220329/281861532011423/textview,Nuclear
667,https://www.ft.com/content/f07ea8fb-0702-4bb2-a2f0-32c7d250a32a,Transport
668,https://www.telegraph.co.uk/opinion/2022/03/27/sunak-has-missed-chance-alleviate-britains-energy-crisis,UK climate policy
669,https://www.thetimes.co.uk/article/the-times-view-on-breaking-putins-grip-on-the-fossil-fuel-market-energy-independence-m6gvjjmg7,International politics
670,https://www.theguardian.com/commentisfree/2022/mar/25/the-guardian-view-on-record-breaking-arctic-temperatures-do-look-up,Arctic & Antarctic
671,https://www.ft.com/content/c0c8b0ed-efa5-4c53-bedf-0868b6443086,UK politics
672,https://www.thesun.co.uk/news/18046139/rishi-sunak-spring-statement-sun-says,UK politics
673,https://www.ft.com/content/1f00089e-61d2-4920-8a06-dc5a83ac428d,International politics
674,https://www.thesun.co.uk/news/18653799/lord-bernard-hogan-howe-national-crime-agency/,Oil & gas
675,https://www.thetimes.co.uk/article/the-times-view-on-rishi-sunaks-spring-statement-boxed-in-z5802d6cv,UK politics
676,https://www.pressreader.com/uk/daily-mail/20220322/281900186702728/textview,Nuclear
677,https://www.theguardian.com/commentisfree/2022/mar/23/the-guardian-view-on-sunaks-spring-statement-a-big-cut-in-living-standards,UK politics
678,https://www.telegraph.co.uk/opinion/2022/03/20/time-reboot-britains-nuclear-programme/,Nuclear
679,https://www.theguardian.com/commentisfree/2022/mar/21/the-guardian-view-on-fuel-duty-cuts-expediency-over-the-environment,Energy prices
680,https://www.dailymail.co.uk/news/article-10634399/DAILY-MAIL-COMMENT-Fuel-duty-cut-need.html,Energy prices
681,https://www.thetimes.co.uk/article/helping-handouts-h6shlbvwn,Energy prices
682,https://www.thesun.co.uk/news/18023928/west-putin-allies-hitler-russia-ukraine,Energy prices
683,https://www.telegraph.co.uk/opinion/2022/03/20/britain-needs-invest-defence,Nuclear
684,https://www.telegraph.co.uk/opinion/2022/03/19/set-plan-competitive-britain,UK climate policy
685,https://www.dailymail.co.uk/news/article-10629687/DAILY-MAIL-COMMENT-Opportunity-missed-vital-energy-reset.html?,UK climate policy
686,https://www.thesun.co.uk/news/17973764/welcome-home-nazanin-zaghari-ratcliffe,UK politics
687,https://www.thesun.co.uk/news/17949382/india-pakistan-uk-aid-russia-ukraine-war/,Fracking
688,https://www.theguardian.com/commentisfree/2022/mar/13/observer-view-on-rishi-sunak-and-rising-energy-bills,Energy prices
689,https://www.theguardian.com/commentisfree/2022/mar/10/the-guardian-view-on-rishi-sunaks-politics-profits-above-wages,UK climate policy
690,https://www.telegraph.co.uk/opinion/2022/03/09/boris-johnson-must-act-now-forestall-energy-crisis/,UK climate policy
691,https://www.ft.com/content/619a2b8b-5d72-4e55-a883-f8acd1255d8c,International politics
692,https://www.thetimes.co.uk/article/the-times-view-on-middle-east-alliances-riyadh-realpolitik-gnd38swqz,International politics
693,https://www.thesun.co.uk/news/17876445/rishi-sunak-cut-exorbitant-fuel-duty,Fracking
694,https://www.thesun.co.uk/news/17876445/rishi-sunak-cut-exorbitant-fuel-duty,Energy prices
695,https://www.dailymail.co.uk/news/article-10584577/DAILY-MAIL-COMMENT-Russias-dystopia-truth-crime.html,UK climate policy
696,https://www.thetimes.co.uk/article/the-times-view-on-whether-russian-crude-exports-should-be-banned-oil-shock-kkgnctmzq,International politics
697,https://www.telegraph.co.uk/news/2022/03/07/can-west-afford-energy-embargo,International politics
698,https://www.theguardian.com/commentisfree/2022/mar/07/the-guardian-view-on-putins-war-in-ukraine-moscows-on-the-losing-side,International politics
699,https://www.dailymail.co.uk/news/article-10588377/DAILY-MAIL-COMMENT-Boris-Johnson-ditches-green-dogma-energy.html,UK climate policy
700,https://www.dailymail.co.uk/debate/article-10582167/MAIL-SUNDAY-COMMENT-astronomical-costs-pursuing-Net-Zero-utopia.html,UK climate policy
701,https://www.thesun.co.uk/news/17864544/putins-invasion-ukraine-throwback-last-century/,Fracking
702,https://www.theguardian.com/commentisfree/2022/mar/06/observer-view-on-ukraine-and-climate-emergency,International politics
703,https://www.thesun.co.uk/news/17850297/putin-britain-fracking-gas-hs2,Fracking
704,https://www.telegraph.co.uk/opinion/2022/03/04/boris-johnson-must-seize-moment,UK climate policy
705,https://www.ft.com/content/555b7167-eaf2-43a0-a66f-802e39cccf36,International politics
706,https://www.ft.com/content/b5b75340-3e31-4f58-9f0c-be4326d65799,International politics
707,https://www.dailymail.co.uk/news/article-10576027/DAILY-MAIL-COMMENT-Sanctions-shambles-betraying-Ukraine.html,UK climate policy
708,https://www.pressreader.com/uk/daily-mail/20220302/281797107450331/textview,International politics
709,https://www.thesun.co.uk/news/17826041/putin-uk-russian-oligarchs,Fracking
710,https://www.pressreader.com/uk/daily-mail/20220301/281818582284580/textview,Fracking
711,https://www.thesun.co.uk/news/17813742/britains-money-no-longer-fund-russia,UK climate policy
712,https://www.ft.com/content/af1b92e0-6d38-4b76-9737-e6708b4707d2,Extreme weather & adaptation
713,https://www.theguardian.com/commentisfree/2022/mar/01/the-guardian-view-on-europe-versus-putin-a-strategic-journey-without-maps,International politics
714,https://www.theguardian.com/commentisfree/2022/feb/28/the-guardian-view-on-the-ipcc-report-inaction-has-cost-the-world-dearly,Climate science
715,https://www.thetimes.co.uk/article/the-times-view-on-european-reliance-on-russian-gas-supplies-bad-energy-zqrkcpg5s,International politics
716,https://www.ft.com/content/9cdad006-b5bc-4a1d-bc6c-9c523d4aa5db,Oil & gas
717,https://www.telegraph.co.uk/opinion/2022/02/26/invasion-ukraine-must-awaken-west,International politics
718,https://www.dailymail.co.uk/news/article-10553815/DAILY-MAIL-COMMENT-EU-betrayed-Ukraine-rubbing-red-line.html,International politics
719,https://www.thesun.co.uk/news/17763814/vladimir-putin-hitler-of-our-age,International politics
720,https://www.ft.com/content/6e480f92-894a-494e-90ee-c60d20ce22f9,Risk & divestment
721,https://www.theguardian.com/commentisfree/2022/feb/20/the-guardian-view-on-britains-green-economy-seriously-underpowered,UK climate policy
722,https://www.mirror.co.uk/news/uk-news/devastation-caused-storm-eunice-reminds-26273371,Extreme weather & adaptation
723,https://www.independent.co.uk/voices/editorials/storm-eunice-climate-change-defence-b2018275.html,Extreme weather & adaptation
724,https://www.thesun.co.uk/news/17663872/andrew-finished-virginia-giuffre,Activism
725,https://www.thesun.co.uk/news/17652425/west-naive-putin-criminal-regime-russia/,Fracking
726,https://www.thesun.co.uk/news/17641615/vladimir-putin-midlife-crisis-ukraine,Fracking
727,https://www.thetimes.co.uk/article/wests-energy-failures-have-given-putin-his-chance-ldb7786s8,International politics
728,https://www.telegraph.co.uk/opinion/2022/02/12/decadent-west-has-emboldened-putin,International politics
729,https://www.thesun.co.uk/news/17628432/met-police-new-chief-not-woke,Fracking
730,https://www.mirror.co.uk/news/uk-news/shell-bosses-coining-brits-choose-26210624,Oil & gas
731,https://www.telegraph.co.uk/news/2022/02/10/nuclear-fusion-could-transform-world,Nuclear
732,https://www.pressreader.com/uk/daily-express/20220210/281779927540246/textview,Nuclear
733,https://www.thesun.co.uk/news/17590094/government-applauded-new-oil-gas-fields,Oil & gas
734,https://www.pressreader.com/uk/daily-mail/20220209/281908776556849/textview,Oil & gas
735,https://www.thetimes.co.uk/article/the-times-view-on-the-main-partys-stance-on-the-cost-of-living-crisis-political-emissions-00kjlnv3d,Oil & gas
736,https://www.thesun.co.uk/news/17566995/boris-johnson-too-late-to-escape,Fracking
737,https://www.telegraph.co.uk/opinion/2022/02/06/no-10-clearout-gives-us-chance-move,Energy prices
738,https://www.thesun.co.uk/news/17560206/queen-anointing-future-queen-camilla-heartfelt,Energy prices
739,https://www.dailymail.co.uk/news/article-10475187/DAILY-MAIL-COMMENT-Self-inflicted-misery-energy-insanity.html,Energy prices
740,https://www.telegraph.co.uk/opinion/2022/02/04/britains-energy-crisis-self-inflicted,Energy prices
741,https://www.thesun.co.uk/news/17552245/the-queen-never-put-foot-wrong-70-year-reign/,Fracking
