id,iati_identifier,climate_label
4711,GB-GOV-3-PEU-BPF-160318,No adaptation or mitigation as a principle or significant objective
4712,GB-1-203115-101,No adaptation or mitigation as a principle or significant objective
4713,GB-GOV-1-301313-104,No adaptation or mitigation as a principle or significant objective
4714,GB-1-104577,No adaptation or mitigation as a principle or significant objective
4715,GB-1-106479-101,No adaptation or mitigation as a principle or significant objective
4716,GB-GOV-3-HRRBIS-TR,No adaptation or mitigation as a principle or significant objective
4717,GB-1-111073-101,No adaptation or mitigation as a principle or significant objective
4718,GB-1-204007-107,No adaptation or mitigation as a principle or significant objective
4719,GB-1-200509-104,Adaptation or mitigation as a principle or significant objective
4720,GB-1-114186-103,No adaptation or mitigation as a principle or significant objective
4721,GB-1-202619-114,Adaptation or mitigation as a principle or significant objective
4722,GB-1-205135,No adaptation or mitigation as a principle or significant objective
4723,GB-1-201103-101,No adaptation or mitigation as a principle or significant objective
4724,GB-GOV-1-300003-114,Adaptation or mitigation as a principle or significant objective
4725,GB-1-202139-116,No adaptation or mitigation as a principle or significant objective
4726,GB-GOV-3-Frontline Diplomatic Enabling Activity-LB,No adaptation or mitigation as a principle or significant objective
4727,GB-1-114378,No adaptation or mitigation as a principle or significant objective
4728,GB-GOV-1-301054-101,No adaptation or mitigation as a principle or significant objective
4729,GB-GOV-1-300789-109,No adaptation or mitigation as a principle or significant objective
4730,GB-1-205258,Adaptation or mitigation as a principle or significant objective
4731,GB-1-202783-102,No adaptation or mitigation as a principle or significant objective
4732,GB-GOV-1-300696-101,No adaptation or mitigation as a principle or significant objective
4733,GB-1-201879-116,Adaptation or mitigation as a principle or significant objective
4734,GB-1-203601-121,No adaptation or mitigation as a principle or significant objective
4735,GB-1-201549,No adaptation or mitigation as a principle or significant objective
4736,GB-GOV-3-OF-998-FY19/20,No adaptation or mitigation as a principle or significant objective
4737,GB-1-205142-105,No adaptation or mitigation as a principle or significant objective
4738,GB-1-202623-116,No adaptation or mitigation as a principle or significant objective
4739,GB-1-203648-104,No adaptation or mitigation as a principle or significant objective
4740,GB-1-200845-108,No adaptation or mitigation as a principle or significant objective
4741,GB-1-204813-103,No adaptation or mitigation as a principle or significant objective
4742,GB-1-202317-105,No adaptation or mitigation as a principle or significant objective
4743,GB-1-203189-101,No adaptation or mitigation as a principle or significant objective
4744,GB-1-200939,No adaptation or mitigation as a principle or significant objective
4745,GB-GOV-1-300871-101,No adaptation or mitigation as a principle or significant objective
4746,GB-1-114012-101,No adaptation or mitigation as a principle or significant objective
4747,GB-GOV-1-300936-104,No adaptation or mitigation as a principle or significant objective
4748,GB-1-203669-101,No adaptation or mitigation as a principle or significant objective
4749,GB-1-201544,No adaptation or mitigation as a principle or significant objective
4750,GB-1-201639-101,No adaptation or mitigation as a principle or significant objective
4751,GB-GOV-1-300043-101,No adaptation or mitigation as a principle or significant objective
4752,GB-1-203705-109,No adaptation or mitigation as a principle or significant objective
4753,GB-1-201224-101,No adaptation or mitigation as a principle or significant objective
4754,GB-1-203459-103,No adaptation or mitigation as a principle or significant objective
4755,GB-1-201289-101,No adaptation or mitigation as a principle or significant objective
4756,GB-1-201607-101,No adaptation or mitigation as a principle or significant objective
4757,GB-1-203706-116,No adaptation or mitigation as a principle or significant objective
4758,GB-1-113257-102,No adaptation or mitigation as a principle or significant objective
4759,GB-1-203428-105,No adaptation or mitigation as a principle or significant objective
4760,GB-GOV-3-PHR-MUL-031703,No adaptation or mitigation as a principle or significant objective
4761,GB-1-202725,No adaptation or mitigation as a principle or significant objective
4762,GB-1-107369-101,No adaptation or mitigation as a principle or significant objective
4763,GB-1-201240-101,No adaptation or mitigation as a principle or significant objective
4764,GB-GOV-1-300110-118,Adaptation or mitigation as a principle or significant objective
4765,GB-1-201672,Adaptation or mitigation as a principle or significant objective
4766,GB-1-200409,No adaptation or mitigation as a principle or significant objective
4767,GB-GOV-1-301074,No adaptation or mitigation as a principle or significant objective
4768,GB-1-200316-101,No adaptation or mitigation as a principle or significant objective
4769,GB-GOV-3-PAP-AUTPHM-002217,No adaptation or mitigation as a principle or significant objective
4770,GB-1-114394-109,No adaptation or mitigation as a principle or significant objective
4771,GB-1-202050,No adaptation or mitigation as a principle or significant objective
4772,GB-1-204252-135,No adaptation or mitigation as a principle or significant objective
4773,GB-1-109304-102,No adaptation or mitigation as a principle or significant objective
4774,GB-1-204127,No adaptation or mitigation as a principle or significant objective
4775,GB-GOV-3-IP_VN,No adaptation or mitigation as a principle or significant objective
4776,GB-1-201724-110,Adaptation or mitigation as a principle or significant objective
4777,GB-GOV-1-300530-102,No adaptation or mitigation as a principle or significant objective
4778,GB-1-113976-103,No adaptation or mitigation as a principle or significant objective
4779,GB-GOV-1-301427-107,No adaptation or mitigation as a principle or significant objective
4780,GB-1-200956-110,No adaptation or mitigation as a principle or significant objective
4781,GB-GOV-3-IP_SB,No adaptation or mitigation as a principle or significant objective
4782,GB-1-114026,No adaptation or mitigation as a principle or significant objective
4783,GB-1-205013-108,No adaptation or mitigation as a principle or significant objective
4784,GB-1-201649-101,No adaptation or mitigation as a principle or significant objective
4785,GB-1-201448-101,No adaptation or mitigation as a principle or significant objective
4786,GB-1-102366-101,No adaptation or mitigation as a principle or significant objective
4787,GB-GOV-1-300141,Adaptation or mitigation as a principle or significant objective
4788,GB-GOV-3-PPF-MEX-000021,No adaptation or mitigation as a principle or significant objective
4789,GB-GOV-3-PAP-CNF-002340,No adaptation or mitigation as a principle or significant objective
4790,GB-GOV-1-300109-101,No adaptation or mitigation as a principle or significant objective
4791,GB-GOV-1-300724-103,Adaptation or mitigation as a principle or significant objective
4792,GB-1-114394-106,Adaptation or mitigation as a principle or significant objective
4793,GB-1-203426-111,No adaptation or mitigation as a principle or significant objective
4794,GB-1-103035,No adaptation or mitigation as a principle or significant objective
4795,GB-1-204365,Adaptation or mitigation as a principle or significant objective
4796,GB-1-204338-109,No adaptation or mitigation as a principle or significant objective
4797,GB-1-108572-112,No adaptation or mitigation as a principle or significant objective
4798,GB-GOV-3-PEU-BPF-160201,No adaptation or mitigation as a principle or significant objective
4799,GB-1-202657-115,Adaptation or mitigation as a principle or significant objective
4800,GB-1-204438-108,No adaptation or mitigation as a principle or significant objective
4801,GB-1-204438-105,No adaptation or mitigation as a principle or significant objective
4802,GB-GOV-3-FDEA-LA,No adaptation or mitigation as a principle or significant objective
4803,GB-1-201724-129,Adaptation or mitigation as a principle or significant objective
4804,GB-1-202479-107,No adaptation or mitigation as a principle or significant objective
4805,GB-1-201463-101,No adaptation or mitigation as a principle or significant objective
4806,GB-GOV-3-PAM-BRB-000099,No adaptation or mitigation as a principle or significant objective
4807,GB-1-204794-104,Adaptation or mitigation as a principle or significant objective
4808,GB-1-202918-108,No adaptation or mitigation as a principle or significant objective
4809,GB-1-102436,No adaptation or mitigation as a principle or significant objective
4810,GB-GOV-3-PPF-CHP-000163,No adaptation or mitigation as a principle or significant objective
4811,GB-1-112758-101,No adaptation or mitigation as a principle or significant objective
4812,GB-1-202871-102,No adaptation or mitigation as a principle or significant objective
4813,GB-1-204296-103,No adaptation or mitigation as a principle or significant objective
4814,GB-GOV-1-301362-104,No adaptation or mitigation as a principle or significant objective
4815,GB-GOV-3-Chevening Scholarships-KG,No adaptation or mitigation as a principle or significant objective
4816,GB-1-204941,Adaptation or mitigation as a principle or significant objective
4817,GB-1-201587-118,No adaptation or mitigation as a principle or significant objective
4818,GB-1-200292,No adaptation or mitigation as a principle or significant objective
4819,GB-1-114366-101,No adaptation or mitigation as a principle or significant objective
4820,GB-1-201229,No adaptation or mitigation as a principle or significant objective
4821,GB-GOV-3-IP_MA,No adaptation or mitigation as a principle or significant objective
4822,GB-1-200899,No adaptation or mitigation as a principle or significant objective
4823,GB-GOV-1-301457-423,No adaptation or mitigation as a principle or significant objective
4824,GB-GOV-1-300527,No adaptation or mitigation as a principle or significant objective
4825,GB-GOV-3-Women and Girls-VN,No adaptation or mitigation as a principle or significant objective
4826,GB-GOV-3-CSSF-03-000030,No adaptation or mitigation as a principle or significant objective
4827,GB-GOV-1-300257-101,No adaptation or mitigation as a principle or significant objective
4828,GB-1-105199,No adaptation or mitigation as a principle or significant objective
4829,GB-GOV-1-300206,No adaptation or mitigation as a principle or significant objective
4830,GB-1-203705-135,No adaptation or mitigation as a principle or significant objective
4831,GB-1-202762-106,No adaptation or mitigation as a principle or significant objective
4832,GB-1-201462-110,No adaptation or mitigation as a principle or significant objective
4833,GB-1-113647-101,No adaptation or mitigation as a principle or significant objective
4834,GB-1-200972-101,Adaptation or mitigation as a principle or significant objective
4835,GB-1-200171-101,No adaptation or mitigation as a principle or significant objective
4836,GB-1-201019,No adaptation or mitigation as a principle or significant objective
4837,GB-1-113401-106,No adaptation or mitigation as a principle or significant objective
4838,GB-1-202835-101,No adaptation or mitigation as a principle or significant objective
4839,"GB-GOV-3-Governance, Education and Culture-NA",No adaptation or mitigation as a principle or significant objective
4840,GB-1-204633,No adaptation or mitigation as a principle or significant objective
4841,GB-1-202414,No adaptation or mitigation as a principle or significant objective
4842,GB-1-203932-101,No adaptation or mitigation as a principle or significant objective
4843,GB-GOV-3-PAP-JAT-002356,No adaptation or mitigation as a principle or significant objective
4844,GB-1-204019-106,No adaptation or mitigation as a principle or significant objective
4845,GB-1-200681-102,No adaptation or mitigation as a principle or significant objective
4846,GB-GOV-3-PF-CHP-924002,No adaptation or mitigation as a principle or significant objective
4847,GB-GOV-3-PF-PFD-911002,No adaptation or mitigation as a principle or significant objective
4848,GB-1-106009,No adaptation or mitigation as a principle or significant objective
4849,GB-GOV-3-HRRBIS-ID-FY19/20,No adaptation or mitigation as a principle or significant objective
4850,GB-1-203444-401,No adaptation or mitigation as a principle or significant objective
4851,GB-1-114188,No adaptation or mitigation as a principle or significant objective
4852,GB-1-200754,No adaptation or mitigation as a principle or significant objective
4853,GB-1-201834-101,No adaptation or mitigation as a principle or significant objective
4854,GB-1-113238-103,No adaptation or mitigation as a principle or significant objective
4855,GB-1-200401-101,No adaptation or mitigation as a principle or significant objective
4856,GB-1-205231-110,No adaptation or mitigation as a principle or significant objective
4857,GB-GOV-1-300255,No adaptation or mitigation as a principle or significant objective
4858,GB-GOV-3-Economic Security and Opportunity-PE,No adaptation or mitigation as a principle or significant objective
4859,GB-1-105369,No adaptation or mitigation as a principle or significant objective
4860,GB-1-201724-113,Adaptation or mitigation as a principle or significant objective
4861,GB-1-201640,No adaptation or mitigation as a principle or significant objective
4862,GB-1-203563,No adaptation or mitigation as a principle or significant objective
4863,GB-1-204876,No adaptation or mitigation as a principle or significant objective
4864,GB-GOV-1-300036-121,No adaptation or mitigation as a principle or significant objective
4865,GB-GOV-1-300358-131,No adaptation or mitigation as a principle or significant objective
4866,GB-1-205061,Adaptation or mitigation as a principle or significant objective
4867,GB-1-104287,No adaptation or mitigation as a principle or significant objective
4868,GB-1-204052,No adaptation or mitigation as a principle or significant objective
4869,GB-1-203459-105,No adaptation or mitigation as a principle or significant objective
4870,GB-1-204883-102,No adaptation or mitigation as a principle or significant objective
4871,GB-GOV-1-301019-103,No adaptation or mitigation as a principle or significant objective
4872,GB-1-111767,No adaptation or mitigation as a principle or significant objective
4873,GB-1-201003,No adaptation or mitigation as a principle or significant objective
4874,GB-GOV-3-PEA-GGF-SRB-000003,No adaptation or mitigation as a principle or significant objective
4875,GB-1-200929,No adaptation or mitigation as a principle or significant objective
4876,GB-1-202660-117,No adaptation or mitigation as a principle or significant objective
4877,GB-GOV-3-PSA-IND-200086,No adaptation or mitigation as a principle or significant objective
4878,GB-1-204024-103,No adaptation or mitigation as a principle or significant objective
4879,GB-1-203908,No adaptation or mitigation as a principle or significant objective
4880,GB-1-202637-106,No adaptation or mitigation as a principle or significant objective
4881,GB-1-204624-106,Adaptation or mitigation as a principle or significant objective
4882,GB-GOV-3-PEU-SRE-150502,No adaptation or mitigation as a principle or significant objective
4883,GB-1-204019-136,No adaptation or mitigation as a principle or significant objective
4884,GB-GOV-1-300579-101,No adaptation or mitigation as a principle or significant objective
4885,GB-1-203232-129,No adaptation or mitigation as a principle or significant objective
4886,GB-1-202891-109,No adaptation or mitigation as a principle or significant objective
4887,GB-1-203348-102,No adaptation or mitigation as a principle or significant objective
4888,GB-1-200120-107,No adaptation or mitigation as a principle or significant objective
4889,GB-1-114434-101,No adaptation or mitigation as a principle or significant objective
4890,GB-1-113498,No adaptation or mitigation as a principle or significant objective
4891,GB-1-200252,No adaptation or mitigation as a principle or significant objective
4892,GB-1-201486,No adaptation or mitigation as a principle or significant objective
4893,GB-1-203609,No adaptation or mitigation as a principle or significant objective
4894,GB-1-201894-101,Adaptation or mitigation as a principle or significant objective
4895,GB-GOV-1-301165-401,No adaptation or mitigation as a principle or significant objective
4896,GB-1-201492-101,No adaptation or mitigation as a principle or significant objective
4897,GB-1-204805-111,No adaptation or mitigation as a principle or significant objective
4898,GB-1-114187-101,No adaptation or mitigation as a principle or significant objective
4899,GB-1-113456-102,No adaptation or mitigation as a principle or significant objective
4900,GB-1-201884-117,No adaptation or mitigation as a principle or significant objective
4901,GB-GOV-1-300506,No adaptation or mitigation as a principle or significant objective
4902,GB-1-203343-102,No adaptation or mitigation as a principle or significant objective
4903,GB-GOV-1-301150-120,No adaptation or mitigation as a principle or significant objective
4904,GB-1-202178,No adaptation or mitigation as a principle or significant objective
4905,GB-GOV-1-300756-101,No adaptation or mitigation as a principle or significant objective
4906,GB-1-205013,No adaptation or mitigation as a principle or significant objective
4907,GB-1-204657-101,No adaptation or mitigation as a principle or significant objective
4908,GB-GOV-3-PPF-CLS-000002,No adaptation or mitigation as a principle or significant objective
4909,GB-1-201745-106,No adaptation or mitigation as a principle or significant objective
4910,GB-1-202890-101,No adaptation or mitigation as a principle or significant objective
4911,GB-1-203648-112,No adaptation or mitigation as a principle or significant objective
4912,GB-1-204768-101,No adaptation or mitigation as a principle or significant objective
4913,GB-1-202974-105,No adaptation or mitigation as a principle or significant objective
4914,GB-GOV-1-300991-103,Adaptation or mitigation as a principle or significant objective
4915,GB-1-202031-101,No adaptation or mitigation as a principle or significant objective
4916,GB-1-113864-101,No adaptation or mitigation as a principle or significant objective
4917,GB-1-112193,No adaptation or mitigation as a principle or significant objective
4918,GB-1-201639,No adaptation or mitigation as a principle or significant objective
4919,GB-GOV-1-300489,Adaptation or mitigation as a principle or significant objective
4920,GB-1-202479,No adaptation or mitigation as a principle or significant objective
4921,GB-1-107368-105,No adaptation or mitigation as a principle or significant objective
4922,GB-1-203816-107,No adaptation or mitigation as a principle or significant objective
4923,"GB-GOV-3-Human Rights, Democracy, and the Rule of Law-798",No adaptation or mitigation as a principle or significant objective
4924,GB-GOV-1-300929,No adaptation or mitigation as a principle or significant objective
4925,GB-GOV-3-Wilton-Park-Conferences-101,No adaptation or mitigation as a principle or significant objective
4926,GB-GOV-1-300784-102,No adaptation or mitigation as a principle or significant objective
4927,GB-1-204810-105,No adaptation or mitigation as a principle or significant objective
4928,GB-1-203597-102,No adaptation or mitigation as a principle or significant objective
4929,GB-1-201631,No adaptation or mitigation as a principle or significant objective
4930,GB-1-204252-130,No adaptation or mitigation as a principle or significant objective
4931,GB-1-113927-103,No adaptation or mitigation as a principle or significant objective
4932,GB-GOV-1-300357-105,No adaptation or mitigation as a principle or significant objective
4933,GB-1-203911-104,Adaptation or mitigation as a principle or significant objective
4934,GB-1-204415-105,No adaptation or mitigation as a principle or significant objective
4935,GB-1-200358,No adaptation or mitigation as a principle or significant objective
4936,GB-1-113955-101,No adaptation or mitigation as a principle or significant objective
4937,GB-1-200645,No adaptation or mitigation as a principle or significant objective
4938,GB-GOV-3-PAF-ZIH-150004,No adaptation or mitigation as a principle or significant objective
4939,GB-1-110156,No adaptation or mitigation as a principle or significant objective
4940,GB-GOV-3-PPY-CHN-1509,No adaptation or mitigation as a principle or significant objective
4941,GB-GOV-1-301457-413,No adaptation or mitigation as a principle or significant objective
4942,GB-1-205181-122,No adaptation or mitigation as a principle or significant objective
4943,GB-GOV-3-HRRBIS-BZ,No adaptation or mitigation as a principle or significant objective
4944,GB-1-107949,No adaptation or mitigation as a principle or significant objective
4945,GB-1-204255,No adaptation or mitigation as a principle or significant objective
4946,GB-1-112299-103,No adaptation or mitigation as a principle or significant objective
4947,GB-1-203035-102,No adaptation or mitigation as a principle or significant objective
4948,GB-1-203545-103,No adaptation or mitigation as a principle or significant objective
4949,GB-1-108190-102,No adaptation or mitigation as a principle or significant objective
4950,GB-1-204806-108,No adaptation or mitigation as a principle or significant objective
4951,GB-1-205164-101,No adaptation or mitigation as a principle or significant objective
4952,GB-1-204970-107,No adaptation or mitigation as a principle or significant objective
4953,GB-1-204329,No adaptation or mitigation as a principle or significant objective
4954,GB-1-113336-101,No adaptation or mitigation as a principle or significant objective
4955,GB-GOV-3-PPF-SCOCHP-000022,No adaptation or mitigation as a principle or significant objective
4956,GB-1-200598,No adaptation or mitigation as a principle or significant objective
4957,GB-GOV-1-301440-402,No adaptation or mitigation as a principle or significant objective
4958,GB-GOV-1-301095-999,No adaptation or mitigation as a principle or significant objective
4959,GB-GOV-3-PEA-GGF-BHS-000001,No adaptation or mitigation as a principle or significant objective
4960,GB-1-107962-103,No adaptation or mitigation as a principle or significant objective
4961,GB-1-201365,No adaptation or mitigation as a principle or significant objective
4962,GB-GOV-1-301150-106,No adaptation or mitigation as a principle or significant objective
4963,GB-GOV-1-300125-102,Adaptation or mitigation as a principle or significant objective
4964,GB-1-202596-107,No adaptation or mitigation as a principle or significant objective
4965,GB-GOV-1-300480,No adaptation or mitigation as a principle or significant objective
4966,GB-GOV-1-300900-101,No adaptation or mitigation as a principle or significant objective
4967,GB-1-203516-101,Adaptation or mitigation as a principle or significant objective
4968,GB-1-205271-106,Adaptation or mitigation as a principle or significant objective
4969,GB-1-204313,No adaptation or mitigation as a principle or significant objective
4970,GB-1-205191-101,No adaptation or mitigation as a principle or significant objective
4971,GB-GOV-1-301160-103,No adaptation or mitigation as a principle or significant objective
4972,GB-1-201634,Adaptation or mitigation as a principle or significant objective
4973,GB-1-202524-115,No adaptation or mitigation as a principle or significant objective
4974,GB-1-204330-105,No adaptation or mitigation as a principle or significant objective
4975,GB-1-200336-101,No adaptation or mitigation as a principle or significant objective
4976,GB-1-113885-101,No adaptation or mitigation as a principle or significant objective
4977,GB-1-203036-105,No adaptation or mitigation as a principle or significant objective
4978,GB-1-107369-104,No adaptation or mitigation as a principle or significant objective
4979,GB-GOV-1-300588-103,No adaptation or mitigation as a principle or significant objective
4980,GB-1-202599,No adaptation or mitigation as a principle or significant objective
4981,GB-1-104475-101,No adaptation or mitigation as a principle or significant objective
4982,GB-1-204438-113,No adaptation or mitigation as a principle or significant objective
4983,GB-1-203525,No adaptation or mitigation as a principle or significant objective
4984,GB-1-205246-405,No adaptation or mitigation as a principle or significant objective
4985,GB-1-203120,No adaptation or mitigation as a principle or significant objective
4986,GB-1-205098-103,No adaptation or mitigation as a principle or significant objective
4987,GB-1-114377-101,No adaptation or mitigation as a principle or significant objective
4988,GB-1-203491-105,Adaptation or mitigation as a principle or significant objective
4989,GB-1-203705-132,No adaptation or mitigation as a principle or significant objective
4990,GB-1-202274-101,No adaptation or mitigation as a principle or significant objective
4991,GB-GOV-3-PAM-AS14-COB-000005,No adaptation or mitigation as a principle or significant objective
4992,GB-1-204497,No adaptation or mitigation as a principle or significant objective
4993,GB-1-204012-110,Adaptation or mitigation as a principle or significant objective
4994,GB-GOV-1-300650-114,No adaptation or mitigation as a principle or significant objective
4995,GB-1-201123,No adaptation or mitigation as a principle or significant objective
4996,GB-1-114334-102,No adaptation or mitigation as a principle or significant objective
4997,GB-1-202579-109,No adaptation or mitigation as a principle or significant objective
4998,GB-1-102419,No adaptation or mitigation as a principle or significant objective
4999,GB-1-203183-108,No adaptation or mitigation as a principle or significant objective
5000,GB-GOV-1-300646-104,No adaptation or mitigation as a principle or significant objective
5001,GB-1-114478,No adaptation or mitigation as a principle or significant objective
5002,GB-1-203009-101,No adaptation or mitigation as a principle or significant objective
5003,GB-GOV-1-300516,No adaptation or mitigation as a principle or significant objective
5004,GB-1-108491-101,No adaptation or mitigation as a principle or significant objective
5005,GB-1-204308-104,No adaptation or mitigation as a principle or significant objective
5006,GB-1-114490,No adaptation or mitigation as a principle or significant objective
5007,GB-1-205123,No adaptation or mitigation as a principle or significant objective
5008,GB-1-200252-104,No adaptation or mitigation as a principle or significant objective
5009,GB-1-200222-101,No adaptation or mitigation as a principle or significant objective
5010,GB-1-203154-102,No adaptation or mitigation as a principle or significant objective
5011,GB-1-200459-101,No adaptation or mitigation as a principle or significant objective
5012,GB-1-204799-101,No adaptation or mitigation as a principle or significant objective
5013,GB-1-200758,No adaptation or mitigation as a principle or significant objective
5014,GB-1-104515,No adaptation or mitigation as a principle or significant objective
5015,GB-1-105426-103,No adaptation or mitigation as a principle or significant objective
5016,GB-1-202080-127,No adaptation or mitigation as a principle or significant objective
5017,GB-1-202597-107,Adaptation or mitigation as a principle or significant objective
5018,GB-GOV-1-301289-405,No adaptation or mitigation as a principle or significant objective
5019,GB-GOV-3-PAP-BUR-002300,No adaptation or mitigation as a principle or significant objective
5020,GB-GOV-3-Chevening Scholarships-ZM,No adaptation or mitigation as a principle or significant objective
5021,GB-GOV-3-HRRBIS-TN-FY19/20,No adaptation or mitigation as a principle or significant objective
5022,GB-1-108572-101,No adaptation or mitigation as a principle or significant objective
5023,GB-1-203589-102,No adaptation or mitigation as a principle or significant objective
5024,GB-1-204910-101,No adaptation or mitigation as a principle or significant objective
5025,GB-1-203787-103,No adaptation or mitigation as a principle or significant objective
5026,GB-1-202421,No adaptation or mitigation as a principle or significant objective
5027,GB-1-112101-101,No adaptation or mitigation as a principle or significant objective
5028,GB-1-113983,No adaptation or mitigation as a principle or significant objective
5029,GB-1-204876-103,No adaptation or mitigation as a principle or significant objective
5030,GB-1-201254,No adaptation or mitigation as a principle or significant objective
5031,GB-GOV-1-300934-101,No adaptation or mitigation as a principle or significant objective
5032,GB-1-114226-101,No adaptation or mitigation as a principle or significant objective
5033,GB-GOV-1-301010-404,No adaptation or mitigation as a principle or significant objective
5034,GB-GOV-1-400007-401,No adaptation or mitigation as a principle or significant objective
5035,GB-1-204889-109,No adaptation or mitigation as a principle or significant objective
5036,GB-GOV-1-300187-101,Adaptation or mitigation as a principle or significant objective
5037,GB-GOV-3-PAM-GUA-000081,No adaptation or mitigation as a principle or significant objective
5038,GB-1-204605-104,No adaptation or mitigation as a principle or significant objective
5039,GB-1-204016,No adaptation or mitigation as a principle or significant objective
5040,GB-1-200445,No adaptation or mitigation as a principle or significant objective
5041,GB-1-113458-102,No adaptation or mitigation as a principle or significant objective
5042,GB-1-201545,No adaptation or mitigation as a principle or significant objective
5043,GB-GOV-3-PSA-IND-400028,No adaptation or mitigation as a principle or significant objective
5044,GB-GOV-3-MAR-298,No adaptation or mitigation as a principle or significant objective
5045,GB-1-114292-102,No adaptation or mitigation as a principle or significant objective
5046,GB-1-205142-112,Adaptation or mitigation as a principle or significant objective
5047,GB-1-102861-101,No adaptation or mitigation as a principle or significant objective
5048,GB-1-200435-101,No adaptation or mitigation as a principle or significant objective
5049,GB-1-202125-106,No adaptation or mitigation as a principle or significant objective
5050,GB-GOV-3-PF-IND-923004,No adaptation or mitigation as a principle or significant objective
5051,GB-1-113819-102,Adaptation or mitigation as a principle or significant objective
5052,GB-1-203622,No adaptation or mitigation as a principle or significant objective
5053,GB-GOV-3-PF-IND-913001,No adaptation or mitigation as a principle or significant objective
5054,GB-GOV-3-PPF-CHP-000115,No adaptation or mitigation as a principle or significant objective
5055,GB-1-200901-101,No adaptation or mitigation as a principle or significant objective
5056,GB-1-203004-101,No adaptation or mitigation as a principle or significant objective
5057,GB-GOV-1-300544-116,No adaptation or mitigation as a principle or significant objective
5058,GB-GOV-1-301287,No adaptation or mitigation as a principle or significant objective
5059,GB-1-201879-109,Adaptation or mitigation as a principle or significant objective
5060,GB-1-202197-101,No adaptation or mitigation as a principle or significant objective
5061,GB-GOV-1-301363-401,No adaptation or mitigation as a principle or significant objective
5062,GB-1-200157-104,No adaptation or mitigation as a principle or significant objective
5063,GB-1-104380,No adaptation or mitigation as a principle or significant objective
5064,GB-1-109018-101,No adaptation or mitigation as a principle or significant objective
5065,GB-1-204745,No adaptation or mitigation as a principle or significant objective
5066,GB-1-201296,No adaptation or mitigation as a principle or significant objective
5067,GB-1-202370,No adaptation or mitigation as a principle or significant objective
5068,GB-1-203618-101,No adaptation or mitigation as a principle or significant objective
5069,GB-GOV-1-301038-103,No adaptation or mitigation as a principle or significant objective
5070,GB-GOV-3-Women and Girls-CO,No adaptation or mitigation as a principle or significant objective
5071,GB-GOV-3-PF-MEX-923001,No adaptation or mitigation as a principle or significant objective
5072,GB-GOV-1-300708-122,No adaptation or mitigation as a principle or significant objective
5073,GB-1-113819-103,Adaptation or mitigation as a principle or significant objective
5074,GB-GOV-3-PPF-CHP-000117,No adaptation or mitigation as a principle or significant objective
5075,GB-GOV-3-PPY-CHN-1538,No adaptation or mitigation as a principle or significant objective
5076,GB-1-203042,No adaptation or mitigation as a principle or significant objective
5077,GB-GOV-3-PF-CHP-924003,No adaptation or mitigation as a principle or significant objective
5078,GB-GOV-1-300137-102,Adaptation or mitigation as a principle or significant objective
5079,GB-GOV-3-PPY-CHN-1560,No adaptation or mitigation as a principle or significant objective
5080,GB-1-201690-101,No adaptation or mitigation as a principle or significant objective
5081,GB-GOV-3-PMN-JER-100116,No adaptation or mitigation as a principle or significant objective
5082,"GB-GOV-3-Human Rights, Democracy, and the Rule of Law-AL",No adaptation or mitigation as a principle or significant objective
5083,GB-1-113540-102,No adaptation or mitigation as a principle or significant objective
5084,GB-1-202969-101,No adaptation or mitigation as a principle or significant objective
5085,GB-1-204765-106,No adaptation or mitigation as a principle or significant objective
5086,GB-1-204948-103,No adaptation or mitigation as a principle or significant objective
5087,GB-1-201129-105,Adaptation or mitigation as a principle or significant objective
5088,GB-GOV-1-400014-401,No adaptation or mitigation as a principle or significant objective
5089,GB-1-113709,No adaptation or mitigation as a principle or significant objective
5090,GB-GOV-3-IP_ME,No adaptation or mitigation as a principle or significant objective
5091,GB-1-203724,No adaptation or mitigation as a principle or significant objective
5092,GB-GOV-3-PF-CHP-Phase-2-923,No adaptation or mitigation as a principle or significant objective
5093,GB-1-200653,No adaptation or mitigation as a principle or significant objective
5094,GB-1-202295-103,No adaptation or mitigation as a principle or significant objective
5095,GB-GOV-3-PAM-TRP-CPF-000014,No adaptation or mitigation as a principle or significant objective
5096,GB-1-114403,No adaptation or mitigation as a principle or significant objective
5097,GB-GOV-3-HRRBIS-XK-FY19/20,No adaptation or mitigation as a principle or significant objective
5098,GB-1-203824-102,No adaptation or mitigation as a principle or significant objective
5099,GB-GOV-1-300298-102,No adaptation or mitigation as a principle or significant objective
5100,GB-1-104188,No adaptation or mitigation as a principle or significant objective
5101,GB-1-200628-101,No adaptation or mitigation as a principle or significant objective
5102,GB-1-200819-102,No adaptation or mitigation as a principle or significant objective
5103,GB-1-107712-101,No adaptation or mitigation as a principle or significant objective
5104,GB-1-201091,No adaptation or mitigation as a principle or significant objective
5105,GB-1-203048-104,No adaptation or mitigation as a principle or significant objective
5106,GB-1-204270-126,No adaptation or mitigation as a principle or significant objective
5107,GB-1-203183-101,No adaptation or mitigation as a principle or significant objective
5108,GB-1-203383-111,No adaptation or mitigation as a principle or significant objective
5109,GB-1-111478-102,No adaptation or mitigation as a principle or significant objective
5110,GB-1-203967-104,No adaptation or mitigation as a principle or significant objective
5111,GB-GOV-3-PF-CHP-911002,No adaptation or mitigation as a principle or significant objective
5112,GB-1-202818-101,No adaptation or mitigation as a principle or significant objective
5113,GB-GOV-3-PAP-PHM-002129,No adaptation or mitigation as a principle or significant objective
