id,url,subconcept,concept
236,https://www.informationpolicycentre.com/about.html,Governance frameworks,Global Governance
237,https://www.informationpolicycentre.com/cipl-white-papers.html,Privacy,Data Values
238,https://www.informationpolicycentre.com/uploads/5/7/1/0/57104281/cipl_data_sharing_discussion_paper_may2023.pdf,Data governance,National Governance
239,https://www.internetjurisdiction.net/news/ij-report-on-african-data-digital-dialogues,Governance frameworks,Global Governance
240,https://www.joghr.org/article/75141-data-for-local-decision-making-not-a-mere-reporting-requirement-development-of-an-index-to-measure-facility-level-use-of-hmis-data,Data demand and use,National Governance
241,https://www.jstor.org/stable/45084688,Data demand and use,National Governance
242,https://www.landnet.ug/rethinking-customary-land-registration,Administrative data,Digital transformation
243,"https://www.lawimperial.com/data-protection-and-privacy-legislation-in-nepal/#:~:text=Article%2029%20of%20the%20Constitution,a%20matter%20of%20fundamental%20right",Privacy,Data Values
244,https://www.livestockdata.org/,Portals and datasets,Information Systems
245,https://www.measureevaluation.org/resources/publications/wp-18-211/at_download/document,Data demand and use,National Governance
246,https://www.medrxiv.org/content/10.1101/2023.04.03.23288065v1,Data demand and use,National Governance
247,https://www.medrxiv.org/content/10.1101/2023.04.12.23288456v1,Foundational systems,Information Systems
248,https://www.nature.com/articles/d41586-022-02820-7,Standards and principles,Global Governance
249,https://www.nature.com/articles/s41597-022-01307-4,Portals and datasets,Information Systems
250,https://www.nber.org/papers/w31100,Administrative data,Digital transformation
251,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7928874/,Ethics,Data Values
252,https://www.nita.go.ug/publications/reports/national-it-survey/national-information-technology-survey-final-report-2022,ICT infrastructures,Digital transformation
253,https://www.oecd-ilibrary.org/economics/access-to-new-data-sources-for-statistics_9a1fa77f-en,Technology,Digital transformation
254,https://www.oecd-ilibrary.org/science-and-technology/digital-transformation-of-national-statistical-offices_ee4b1b85-en,Statistical governance,National Governance
255,"https://www.oecd-ilibrary.org/sites/1ab27217-en/index.html?itemId=/content/component/1ab27217-en#:~:text=Anticipation%20and%20planning%3A%20The%20role,3",Portals and datasets,Information Systems
256,https://www.opencrvs.org/post/civilregistration,Foundational systems,Information Systems
257,https://www.paris21.org/sites/default/files/inline-files/cd40-pamphlet.pdf,Statistical governance,National Governance
258,https://www.project-syndicate.org/commentary/ethical-ai-requires-state-regulatory-frameworks-capacity-building-by-gabriela-ramos-and-mariana-mazzucato-2022-12,Ethics,Data Values
259,https://www.publishwhatyoufund.org/2022/05/following-the-money-using-data-to-track-development-spending-in-nigeria/,Portals and datasets,Information Systems
260,https://www.rsisinternational.org/journals/ijriss/Digital-Library/volume-6-issue-12/08-15.pdf,Foundational systems,Information Systems
261,https://www.sciencedirect.com/science/article/pii/S0140673622015896?dgcid=api_sd_search-api-endpoint,Governance frameworks,Global Governance
262,https://www.sciencedirect.com/science/article/pii/S0160791X23000155?via%3Dihub,Digital inequality,Data Values
263,https://www.sciencedirect.com/science/article/pii/S2352827322000830,Censuses and surveys,Information Systems
264,https://www.sdgsynergies.org/,Governance frameworks,Global Governance
265,https://www.sdsntrends.org/blog/datauseintheuk,Data demand and use,National Governance
266,https://www.sipri.org/publications/2022/other-publications/improving-prospects-peace-nigeria-spotlight-measurement,Portals and datasets,Information Systems
267,https://www.ssph-journal.org/articles/10.3389/ijph.2022.1604721/full,Foundational systems,Information Systems
268,https://www.tandfonline.com/doi/abs/10.1080/02681102.2022.2081116,ICT infrastructures,Digital transformation
269,https://www.tandfonline.com/doi/abs/10.1080/02681102.2022.2123770,e-government,Digital transformation
270,https://www.tandfonline.com/doi/full/10.1080/02681102.2022.2068492,Digital inequality,Data Values
271,https://www.tandfonline.com/doi/full/10.1080/02681102.2022.2076640,Digital inequality,Data Values
272,https://www.tandfonline.com/doi/full/10.1080/17530350.2022.2028652,Portals and datasets,Information Systems
273,https://www.thecable.ng/phase-ii-budgit-connected-development-partner-to-track-covid-funds-in-africa,Non-official data,Information Systems
274,https://www.thedatasphere.org/about-us/,Governance frameworks,Global Governance
275,https://www.thedatasphere.org/news/building-trust-in-international-data-flows-why-what-and-how-do-we-get-there/,Governance frameworks,Global Governance
276,https://www.thedatasphere.org/news/state-of-medical-data-in-africa-a-case-of-barriers-to-science-in-africa/,Digital inequality,Data Values
277,https://www.ubos.org/release-of-the-multi-poverty-dimensional-index-report-2022/,Portals and datasets,Information Systems
278,https://www.ubos.org/wp-content/uploads/publications/05_2021GBV_-_Report_on_Harmonisation_of_GBV_Data_Systems_-final.pdf,Statistical governance,National Governance
279,https://www.un.org/development/desa/dpad/publication/un-desa-policy-brief-121-bringing-the-data-community-and-policy-makers-together-to-ensure-a-world-with-data-we-trust/,Governance frameworks,Global Governance
280,https://www.un.org/development/desa/dpad/publication/un-desa-policy-brief-no-132-data-for-now-leveraging-innovative-sources-technologies-and-methods-for-better-more-timely-and-disaggregated-data-for-sustainable-development/,Governance frameworks,Global Governance
281,https://www.un.org/technologybank/,Governance frameworks,Global Governance
282,https://www.un.org/technologybank/news/ldc-insight-4-strengthening-digital-capacities-least-developed-countries-even-more-urgent-post,ICT infrastructures,Digital transformation
283,https://www.uneca.org/experts-group-meeting-of-the-6th-conference-of-african-ministers-responsible-for-civil-registration,Statistical governance,National Governance
284,https://www.unescap.org/kp/2022/emerging-trends-census-approaches-asia-and-pacific-country-examples,Censuses and surveys,Information Systems
285,https://www.unescap.org/sites/default/d8files/knowledge-products/Stats_Brief_Issue31_Apr2022_administrative_data_in_census-taking.pdf,Administrative data,Digital transformation
286,https://www.unglobalpulse.org/document/future-of-data-sharing-and-reuse-for-uganda/,Technology,Digital transformation
287,https://www.unhcr.org/uk/publications/operations/5dc2e4734/data-transformation-strategy-2020-2025.html,Governance frameworks,Global Governance
288,https://www.weforum.org/agenda/2023/01/here-s-how-agricultural-sector-data-problem-davos2023/,Technology,Digital transformation
289,https://www.who.int/data/inequality-monitor/health-inequality-data-repository,Portals and datasets,Information Systems
290,https://www.who.int/data/stories/who-mortality-database-a-visual-summary/,Portals and datasets,Information Systems
291,https://www.who.int/news-room/events/detail/2022/03/10/default-calendar/who-global-health-facilities-database-(ghfd)-launch-as-part-of-this-year-s-un-statistical-commission-on-10-march-at-09-00-est-15-00-cet,Portals and datasets,Information Systems
292,https://www.who.int/publications/i/item/9789240044210,Standards and principles,Global Governance
293,https://www.worldbank.org/en/topic/debt/brief/debt-transparency-report,Portals and datasets,Information Systems
294,https://www.youtube.com/watch?v=c2maNBkNZRM&amp;list=PLBc4lThqX-WObz0EEdQkWF9f0TTJF814q,Governance frameworks,Global Governance
296,https://www150.statcan.gc.ca/n1/daily-quotidien/221026/dq221026b-eng.htm,Censuses and surveys,Information Systems
297,https://www3.weforum.org/docs/WEF_Data_Free_Flow_with_Trust_2022.pdf,Governance frameworks,Global Governance
298,https://zoom.us/webinar/register/WN_k4awFlAhQVyuf_kK70MGew,Data governance,National Governance
